"","Author","Functions","n"
"3338","diegovalle","parent.frame",2
"3339","diegovalle","parse_date_time",2
"3340","diegovalle","paste",20
"3341","diegovalle","paste0",2
"3342","diegovalle","pchisq",2
"3343","diegovalle","percent_format",2
"3344","diegovalle","performance",2
"3345","diegovalle","plot",16
"3346","diegovalle","plotAgeBump",2
"3347","diegovalle","plotAgeDot",2
"3348","diegovalle","plotAsWeBreaks",2
"3349","diegovalle","PlotBorderMap",2
"3350","diegovalle","plotbyAgeGroup",2
"3351","diegovalle","plotEvents",2
"3352","diegovalle","plotFaculties",2
"3353","diegovalle","plotFirearmPer",2
"3354","diegovalle","plotHours",2
"3355","diegovalle","plotMajors",2
"3356","diegovalle","PlotMap",2
"3357","diegovalle","plotSectorRates",2
"3358","diegovalle","plotSectorRates_es",2
"3359","diegovalle","plotWinner",2
"3360","diegovalle","png",6
"3361","diegovalle","poisson",4
"3362","diegovalle","PoissonPlot",2
"3363","diegovalle","poly",2
"3364","diegovalle","pr",2
"3365","diegovalle","predict",20
"3366","diegovalle","predict.glm",2
"3367","diegovalle","prettyNum",2
"3368","diegovalle","print",54
"3369","diegovalle","print.data.frame",2
"3370","diegovalle","proj4string",4
"3371","diegovalle","prompt",2
"3372","diegovalle","prop.table",4
"3373","diegovalle","pushViewport",4
"3374","diegovalle","qmplot",2
"3375","diegovalle","qplot",6
"3376","diegovalle","quantile",8
"3377","diegovalle","range",4
"3378","diegovalle","rank",2
"3379","diegovalle","rateplots",2
"3380","diegovalle","rbind",42
"3381","diegovalle","rbind.fill",16
"3382","diegovalle","rbindlist",4
"3383","diegovalle","read.csv",66
"3384","diegovalle","read.dbf",8
"3385","diegovalle","read.dta",4
"3386","diegovalle","read.spss",4
"3387","diegovalle","read_csv",2
"3388","diegovalle","read_delim",2
"3389","diegovalle","readAndClean",2
"3390","diegovalle","readOGR",22
"3391","diegovalle","recode",18
"3392","diegovalle","recodeCohorts",2
"3393","diegovalle","recodeVar",2
"3394","diegovalle","Reduce",4
"3395","diegovalle","registerDoMC",4
"3396","diegovalle","relevel",2
"3397","diegovalle","rename",10
"3398","diegovalle","reorder",38
"3399","diegovalle","rep",26
"3400","diegovalle","replaceSpace",2
"3401","diegovalle","replicate",2
"3402","diegovalle","require",8
"3403","diegovalle","resamples",2
"3404","diegovalle","residuals",2
"3405","diegovalle","return",56
"3406","diegovalle","rev",6
"3407","diegovalle","revalue",2
"3408","diegovalle","rm",10
"3409","diegovalle","rnorm",2
"3410","diegovalle","round",20
"3411","diegovalle","row.names",4
"3412","diegovalle","rownames",2
"3413","diegovalle","rowSums",2
"3414","diegovalle","rPlot",4
"3415","diegovalle","runif",4
"3416","diegovalle","sample",6
"3417","diegovalle","sapply",14
"3418","diegovalle","save",24
"3419","diegovalle","saveAAPlot",2
"3420","diegovalle","saveChart",4
"3421","diegovalle","saveCharts",4
"3422","diegovalle","saveFile",2
"3423","diegovalle","savePlot",6
"3424","diegovalle","SavePlot",8
"3425","diegovalle","savePlotAA",2
"3426","diegovalle","scale",2
"3427","diegovalle","scale_area",4
"3428","diegovalle","scale_color_brewer",4
"3429","diegovalle","scale_color_gradient2",2
"3430","diegovalle","scale_color_grey",4
"3431","diegovalle","scale_color_hue",8
"3432","diegovalle","scale_color_manual",14
"3433","diegovalle","scale_colour_brewer",6
"3434","diegovalle","scale_colour_gradient",10
"3435","diegovalle","scale_colour_grey",4
"3436","diegovalle","scale_colour_hue",2
"3437","diegovalle","scale_colour_manual",4
"3438","diegovalle","scale_fill_brewer",2
"3439","diegovalle","scale_fill_continuous",4
"3440","diegovalle","scale_fill_discrete",2
"3441","diegovalle","scale_fill_gradient",6
"3442","diegovalle","scale_fill_gradient2",8
"3443","diegovalle","scale_fill_gradientn",2
"3444","diegovalle","scale_fill_hue",8
"3445","diegovalle","scale_fill_manual",18
"3446","diegovalle","scale_linetype",6
"3447","diegovalle","scale_shape",2
"3448","diegovalle","scale_shape_manual",4
"3449","diegovalle","scale_size",2
"3450","diegovalle","scale_size_area",8
"3451","diegovalle","scale_size_continuous",2
"3452","diegovalle","scale_x_continuous",14
"3453","diegovalle","scale_x_date",20
"3454","diegovalle","scale_x_discrete",6
"3455","diegovalle","scale_x_log10",2
"3456","diegovalle","scale_y_continuous",30
"3457","diegovalle","scale_y_discrete",4
"3458","diegovalle","scale_y_log10",6
"3459","diegovalle","sd",2
"3460","diegovalle","seasonggplot",2
"3461","diegovalle","semi_join",2
"3462","diegovalle","seq",34
"3463","diegovalle","set",8
"3464","diegovalle","set.seed",6
"3465","diegovalle","setdiff",2
"3466","diegovalle","setkey",2
"3467","diegovalle","setLib",2
"3468","diegovalle","setNames",4
"3469","diegovalle","setRegion",2
"3470","diegovalle","setUTMZone",2
"3471","diegovalle","setView",4
"3472","diegovalle","setwd",2
"3473","diegovalle","sink",4
"3474","diegovalle","sm_theme",2
"3475","diegovalle","smallMPlot",2
"3476","diegovalle","smooth",2
"3477","diegovalle","smooth.spline",4
"3478","diegovalle","sort",10
"3479","diegovalle","source",46
"3480","diegovalle","SpatialPolygonsDataFrame",2
"3481","diegovalle","spChFIDs",2
"3482","diegovalle","spRbind",2
"3483","diegovalle","spread",8
"3484","diegovalle","spTransform",4
"3485","diegovalle","sqrt",8
"3486","diegovalle","stackedHomicides",2
"3487","diegovalle","stat_smooth",2
"3488","diegovalle","stat_summary",4
"3489","diegovalle","statebins_continuous",2
"3490","diegovalle","stateToAbbrev",4
"3491","diegovalle","stl",2
"3492","diegovalle","stop",4
"3493","diegovalle","stopifnot",2
"3494","diegovalle","str_c",94
"3495","diegovalle","str_detect",18
"3496","diegovalle","str_extract",2
"3497","diegovalle","str_length",10
"3498","diegovalle","str_pad",10
"3499","diegovalle","str_replace",14
"3500","diegovalle","str_replace_all",20
"3501","diegovalle","str_split",6
"3502","diegovalle","str_split_fixed",2
"3503","diegovalle","str_sub",24
"3504","diegovalle","str_trim",2
"3505","diegovalle","stringdistmatrix",2
"3506","diegovalle","strsplit",2
"3507","diegovalle","structure",2
"3508","diegovalle","sub",6
"3509","diegovalle","subplot",2
"3510","diegovalle","subset",118
"3511","diegovalle","substitute",2
"3512","diegovalle","substring",2
"3513","diegovalle","sum",72
"3514","diegovalle","summarise",20
"3515","diegovalle","summary",18
"3516","diegovalle","svyby",2
"3517","diegovalle","svydesign",2
"3518","diegovalle","svymean",2
"3519","diegovalle","svyquantile",2
"3520","diegovalle","Sweave",2
"3521","diegovalle","switch",2
"3522","diegovalle","Sys.sleep",2
"3523","diegovalle","system.time",2
"3524","diegovalle","t",6
"3525","diegovalle","table",10
"3526","diegovalle","tail",6
"3527","diegovalle","terms",2
"3528","diegovalle","test_dir",12
"3529","diegovalle","test_that",12
"3530","diegovalle","textGrob",8
"3531","diegovalle","theme",22
"3532","diegovalle","theme_bare",4
"3533","diegovalle","theme_blank",2
"3534","diegovalle","theme_bw",56
"3535","diegovalle","theme_nothing",2
"3536","diegovalle","theme_rect",4
"3537","diegovalle","theme_set",26
"3538","diegovalle","theme_text",14
"3539","diegovalle","theme_update",2
"3540","diegovalle","theme_white",2
"3541","diegovalle","tileLayer",4
"3542","diegovalle","time",2
"3543","diegovalle","title",2
"3544","diegovalle","toCSV",2
"3545","diegovalle","toGeoJSON2",2
"3546","diegovalle","toJSON",4
"3547","diegovalle","tolower",6
"3548","diegovalle","topo.colors",4
"3549","diegovalle","totalHomicides",2
"3550","diegovalle","toupper",4
"3551","diegovalle","train",6
"3552","diegovalle","trainControl",6
"3553","diegovalle","try",8
"3554","diegovalle","tryCatch",4
"3555","diegovalle","ts",8
"3556","diegovalle","unionSpatialPolygons",2
"3557","diegovalle","unique",40
"3558","diegovalle","unit",4
"3559","diegovalle","unlink",6
"3560","diegovalle","unlist",12
"3561","diegovalle","unzip",2
"3562","diegovalle","view",2
"3563","diegovalle","viewport",6
"3564","diegovalle","vplayout",2
"3565","diegovalle","vuong",2
"3566","diegovalle","warn",4
"3567","diegovalle","wday",4
"3568","diegovalle","weekly",2
"3569","diegovalle","which",36
"3570","diegovalle","which.max",6
"3571","diegovalle","which.min",2
"3572","diegovalle","window",4
"3573","diegovalle","with",36
"3574","diegovalle","write",4
"3575","diegovalle","write.csv",30
"3576","diegovalle","write.table",2
"3577","diegovalle","writeGDF",2
"3578","diegovalle","writeLines",2
"3579","diegovalle","writeOGR",6
"3580","diegovalle","wtd.mean",6
"3581","diegovalle","xlab",60
"3582","diegovalle","xlim",12
"3583","diegovalle","xtable",6
"3584","diegovalle","xtabs",2
"3585","diegovalle","yaml.load_file",4
"3586","diegovalle","year",14
"3587","diegovalle","years",2
"3588","diegovalle","ylab",66
"3589","diegovalle","ylim",14
"3590","diegovalle","zero",2
"3591","diegovalle","zeroinfl",2
"3592","diegovalle","zip",2
"3593","duncantl",".Call",10
"3594","duncantl",".llvm",14
"3595","duncantl",".llvmCallFunction",2
"3596","duncantl","a",2
"3597","duncantl","abline",6
"3598","duncantl","abs",6
"3599","duncantl","agglomerate",2
"3600","duncantl","all",6
"3601","duncantl","all.equal",4
"3602","duncantl","any",2
"3603","duncantl","apply",6
"3604","duncantl","applyLinkage",2
"3605","duncantl","as",2
"3606","duncantl","as.character",6
"3607","duncantl","as.data.frame",6
"3608","duncantl","as.Date",2
"3609","duncantl","as.integer",4
"3610","duncantl","as.list",2
"3611","duncantl","as.matrix",2
"3612","duncantl","as.numeric",16
"3613","duncantl","assign",12
"3614","duncantl","attr",2
"3615","duncantl","attributes",2
"3616","duncantl","axis",2
"3617","duncantl","base64Encode",4
"3618","duncantl","binOp",2
"3619","duncantl","Block",2
"3620","duncantl","box",2
"3621","duncantl","browser",4
"3622","duncantl","c",52
"3623","duncantl","callCIF",4
"3624","duncantl","cat",10
"3625","duncantl","cbind",12
"3626","duncantl","ceiling",6
"3627","duncantl","CFILE",2
"3628","duncantl","character",8
"3629","duncantl","checkPkgClasses",2
"3630","duncantl","CIF",8
"3631","duncantl","class",2
"3632","duncantl","cmpfun",4
"3633","duncantl","col",6
"3634","duncantl","colnames",8
"3635","duncantl","compileFunction",8
"3636","duncantl","contour",2
"3637","duncantl","cos",6
"3638","duncantl","createBr",2
"3639","duncantl","createCall",2
"3640","duncantl","createCondBr",2
"3641","duncantl","createDoubleConstant",2
"3642","duncantl","createFCmp",2
"3643","duncantl","createGEP",2
"3644","duncantl","createGlobalVariable",2
"3645","duncantl","createGrid",2
"3646","duncantl","createICmp",2
"3647","duncantl","createIntegerConstant",2
"3648","duncantl","createLoad",2
"3649","duncantl","createLocalVariable",2
"3650","duncantl","createRetVoid",2
"3651","duncantl","createSelect",2
"3652","duncantl","createSExt",2
"3653","duncantl","createSQLFunction",6
"3654","duncantl","createStore",2
"3655","duncantl","cumsum",6
"3656","duncantl","curlSetOpt",2
"3657","duncantl","curve",4
"3658","duncantl","data.frame",8
"3659","duncantl","dbConnect",6
"3660","duncantl","dbGetQuery",6
"3661","duncantl","debug",2
"3662","duncantl","declareFunction",4
"3663","duncantl","density",4
"3664","duncantl","deparse",4
"3665","duncantl","dev.off",2
"3666","duncantl","dexp",4
"3667","duncantl","diff",8
"3668","duncantl","dim",2
"3669","duncantl","dimnames",4
"3670","duncantl","dir.create",2
"3671","duncantl","dist",2
"3672","duncantl","dnorm",4
"3673","duncantl","Dnorm",2
"3674","duncantl","do.call",6
"3675","duncantl","doit",2
"3676","duncantl","dt",2
"3677","duncantl","dtriang",2
"3678","duncantl","dyn.load",8
"3679","duncantl","emptyenv",2
"3680","duncantl","eval",4
"3681","duncantl","excitedRW2d",2
"3682","duncantl","ExecutionEngine",16
"3683","duncantl","exists",4
"3684","duncantl","exp",8
"3685","duncantl","expand.grid",4
"3686","duncantl","exponential.inv",2
"3687","duncantl","f",2
"3688","duncantl","ffib",2
"3689","duncantl","fgets",4
"3690","duncantl","Fgets",4
"3691","duncantl","fib",2
"3692","duncantl","fibc",2
"3693","duncantl","file",4
"3694","duncantl","file.exists",6
"3695","duncantl","file.info",2
"3696","duncantl","file.path",2
"3697","duncantl","fileUpload",2
"3698","duncantl","findNextPosition",2
"3699","duncantl","floor",2
"3700","duncantl","fromJSON",10
"3701","duncantl","Function",2
"3702","duncantl","g",2
"3703","duncantl","get",4
"3704","duncantl","getBestK",2
"3705","duncantl","getCarLocations",2
"3706","duncantl","getClass",2
"3707","duncantl","getClasses",2
"3708","duncantl","getContext",2
"3709","duncantl","getCurlHandle",6
"3710","duncantl","getForm",6
"3711","duncantl","getFormParams",4
"3712","duncantl","getGetElementPtr",2
"3713","duncantl","getIntegerType",2
"3714","duncantl","getMaxID",2
"3715","duncantl","getNamespace",2
"3716","duncantl","getNativeSymbolInfo",16
"3717","duncantl","getNextPosition",2
"3718","duncantl","getNodeSet",4
"3719","duncantl","getOption",2
"3720","duncantl","getPointerToFunction",6
"3721","duncantl","getPositions",2
"3722","duncantl","getProfit.K",2
"3723","duncantl","getPushBulletHandle",2
"3724","duncantl","getTotalLines",2
"3725","duncantl","getTweetIDs",2
"3726","duncantl","getURLContent",2
"3727","duncantl","globalenv",14
"3728","duncantl","grep",10
"3729","duncantl","grepl",4
"3730","duncantl","gsub",4
"3731","duncantl","head",2
"3732","duncantl","hist",2
"3733","duncantl","identical",2
"3734","duncantl","ifelse",4
"3735","duncantl","image",2
"3736","duncantl","InitializeNativeTarget",2
"3737","duncantl","integer",8
"3738","duncantl","intersect",2
"3739","duncantl","inv.triang",2
"3740","duncantl","invisible",12
"3741","duncantl","IRBuilder",2
"3742","duncantl","is.character",6
"3743","duncantl","is.directory",2
"3744","duncantl","is.list",2
"3745","duncantl","is.logical",2
"3746","duncantl","is.na",2
"3747","duncantl","is.numeric",4
"3748","duncantl","jpeg",2
"3749","duncantl","lapply",14
"3750","duncantl","legend",2
"3751","duncantl","length",40
"3752","duncantl","levels",2
"3753","duncantl","lf",2
"3754","duncantl","library",32
"3755","duncantl","lines",4
"3756","duncantl","list",54
"3757","duncantl","list.files",4
"3758","duncantl","llvmAddSymbol",12
"3759","duncantl","log",10
"3760","duncantl","ls",2
"3761","duncantl","makeColorRamp",4
"3762","duncantl","match",4
"3763","duncantl","matrix",20
"3764","duncantl","max",20
"3765","duncantl","mcmc",2
"3766","duncantl","mean",6
"3767","duncantl","median",6
"3768","duncantl","min",10
"3769","duncantl","mode",2
"3770","duncantl","Module",8
"3771","duncantl","moveCars",2
"3772","duncantl","mtext",2
"3773","duncantl","names",16
"3774","duncantl","ncol",12
"3775","duncantl","new",4
"3776","duncantl","new.env",2
"3777","duncantl","nodeDensity",2
"3778","duncantl","nrow",18
"3779","duncantl","numeric",16
"3780","duncantl","on.exit",4
"3781","duncantl","op",4
"3782","duncantl","Optimize",4
"3783","duncantl","par",4
"3784","duncantl","parse",2
"3785","duncantl","parseIR",6
"3786","duncantl","paste",10
"3787","duncantl","paste0",4
"3788","duncantl","persp",2
"3789","duncantl","plot",18
"3790","duncantl","plotLook",2
"3791","duncantl","pointerType",4
"3792","duncantl","points",10
"3793","duncantl","positionProfit",2
"3794","duncantl","postForm",6
"3795","duncantl","pretty",2
"3796","duncantl","print",6
"3797","duncantl","prod",2
"3798","duncantl","qexp",2
"3799","duncantl","qqnorm",2
"3800","duncantl","qt",2
"3801","duncantl","range",4
"3802","duncantl","rbind",8
"3803","duncantl","read.csv",2
"3804","duncantl","readEntireLog",2
"3805","duncantl","readLines",18
"3806","duncantl","readSelectedLines",2
"3807","duncantl","readTo",2
"3808","duncantl","readTrace",2
"3809","duncantl","readUpTo",2
"3810","duncantl","rep",14
"3811","duncantl","replicate",14
"3812","duncantl","require",4
"3813","duncantl","rescale",2
"3814","duncantl","return",14
"3815","duncantl","rexp",2
"3816","duncantl","rf",2
"3817","duncantl","rgb",4
"3818","duncantl","rlocations",2
"3819","duncantl","rm",2
"3820","duncantl","rnorm",8
"3821","duncantl","roundOrientation",2
"3822","duncantl","row",6
"3823","duncantl","rownames",6
"3824","duncantl","Rprof",2
"3825","duncantl","rtriang",2
"3826","duncantl","rug",2
"3827","duncantl","runif",14
"3828","duncantl","runSim",2
"3829","duncantl","rw2d1",2
"3830","duncantl","rw2d5",2
"3831","duncantl","sample",20
"3832","duncantl","sampleLines",2
"3833","duncantl","sapply",22
"3834","duncantl","save",6
"3835","duncantl","scan",2
"3836","duncantl","sd",6
"3837","duncantl","searchTwitter",6
"3838","duncantl","seq",28
"3839","duncantl","sessionInfo",10
"3840","duncantl","setdiff",2
"3841","duncantl","setInsertPoint",2
"3842","duncantl","signRequest",2
"3843","duncantl","sin",4
"3844","duncantl","sort",8
"3845","duncantl","source",16
"3846","duncantl","sprintf",24
"3847","duncantl","SQLite",6
"3848","duncantl","sqliteExtension",6
"3849","duncantl","sqrt",18
"3850","duncantl","stockSim",2
"3851","duncantl","stop",12
"3852","duncantl","stopifnot",8
"3853","duncantl","string",2
"3854","duncantl","strsplit",10
"3855","duncantl","structType",2
"3856","duncantl","structure",26
"3857","duncantl","substitute",4
"3858","duncantl","sum",14
"3859","duncantl","summary",4
