"autor","funkcja"
"Andrew J.","match.arg"
"Andrew J.","nrow"
"Andrew J.","is"
"Andrew J.","setNames"
"Andrew J.","unrowname"
"Andrew J.","design"
"Andrew J.","DGEList"
"Andrew J.","estimateSizeFactors"
"Andrew J.","ExpressionSet"
"Andrew J.","rep"
"Andrew J.","require"
"Andrew J.","textConnection"
"Andrew J.","warning"
"Andrew J.","seq_along"
"Andrew J.","sum"
"Andrew J.","fData"
"Andrew J.","makeExampleDESeqDataSet"
"Andrew J.","pData"
"Andrew J.","rowRanges"
"Andrew J.","seqnames"
"Andrew J.","voom"
"Andrew J.","voomWithQualityWeights"
"Andrew J.","end"
"Andrew J.","model.matrix"
"Andrew J.","start"
"Andrew J.","setdiff"
"Andrew J.","finish"
"Andrew J.","tbl_df"
"Andrew J.","filter"
"Andrew J.","do"
"Andrew J.","group_by"
"Andrew J.","mutate"
"Andrew J.","ungroup"
"Karim Mezhoud","c"
"Karim Mezhoud","paste"
"Karim Mezhoud","stop"
"Karim Mezhoud","read.table"
"Karim Mezhoud","div"
"Karim Mezhoud","input"
"Karim Mezhoud","warning"
"Karim Mezhoud","as.numeric"
"Karim Mezhoud","cbind"
"Karim Mezhoud","cbind.data.frame"
"Karim Mezhoud","colnames"
"Karim Mezhoud","new"
"Karim Mezhoud","setNames"
"Karim Mezhoud","label"
"Karim Mezhoud","span"
"Karim Mezhoud","tagList"
"Karim Mezhoud","rownames_to_column"
"Karim Mezhoud","incProgress"
"Karim Mezhoud","data.frame"
"Karim Mezhoud","factor"
"Karim Mezhoud","gsub"
"Karim Mezhoud","is.na"
"Karim Mezhoud","is.null"
"Karim Mezhoud","lapply"
"Karim Mezhoud","length"
"Karim Mezhoud","max"
"Karim Mezhoud","mean"
"Karim Mezhoud","merge"
"Karim Mezhoud","min"
"Karim Mezhoud","names"
"Karim Mezhoud","nrow"
"Karim Mezhoud","order"
"Karim Mezhoud","paste0"
"Karim Mezhoud","rbind"
"Karim Mezhoud","return"
"Karim Mezhoud","round"
"Karim Mezhoud","sample"
"Karim Mezhoud","sapply"
"Karim Mezhoud","seq"
"Karim Mezhoud","set.seed"
"Karim Mezhoud","subset"
"Karim Mezhoud","table"
"Karim Mezhoud","unname"
"Karim Mezhoud","whichGeneList"
"Karim Mezhoud","withProgress"
"Karim Mezhoud","ldply"
"Karim Mezhoud","which"
"Karim Mezhoud","which.max"
"Karim Mezhoud","t"
"Karim Mezhoud","try"
"Karim Mezhoud","unlist"
"Karim Mezhoud","colorRampPalette"
"Karim Mezhoud","colors"
"Karim Mezhoud","runApp"
"R. Gentleman","apply"
"R. Gentleman","cat"
"R. Gentleman","insertLinefeed"
"R. Gentleman","myToLatex"
"R. Gentleman","invisible"
"R. Gentleman","max"
"R. Gentleman","min"
"R. Gentleman","nrow"
"R. Gentleman","sample"
"R. Gentleman","stopifnot"
"R. Gentleman","package_version"
"R. Gentleman","segments"
"Bioconductor Package","all"
"Bioconductor Package","file.exists"
"Bioconductor Package","file.path"
"Bioconductor Package","head"
"Bioconductor Package",".installScript"
"Bioconductor Package",".isScriptInstalled"
"Bioconductor Package","nchar"
"Bioconductor Package","return"
"Bioconductor Package","Sys.getenv"
"Bioconductor Package","Sys.which"
"Bioconductor Package","cat"
"Bioconductor Package","character"
"Bioconductor Package","setRefClass"
"Bioconductor Package",".verbatim"
"Bioconductor Package","add"
"Bioconductor Package","cleanupDependency"
"Bioconductor Package","handleError"
"Bioconductor Package","handleMessage"
"Bioconductor Package","colnames"
"Bioconductor Package","dir"
"Bioconductor Package","dir.create"
"Bioconductor Package","do.call"
"Bioconductor Package","emptyenv"
"Bioconductor Package","eval"
"Bioconductor Package","file.copy"
"Bioconductor Package","file.create"
"Bioconductor Package","file.remove"
"Bioconductor Package","file.rename"
"Bioconductor Package","getOption"
"Bioconductor Package","getwd"
"Bioconductor Package","grepl"
"Bioconductor Package","gsub"
"Bioconductor Package","ifelse"
"Bioconductor Package","is.na"
"Bioconductor Package","is.null"
"Bioconductor Package","length"
"Bioconductor Package","list"
"Bioconductor Package","message"
"Bioconductor Package","names"
"Bioconductor Package","new.env"
"Bioconductor Package","noquote"
"Bioconductor Package","normalizePath"
"Bioconductor Package","mungeName"
"Bioconductor Package","parse_Rd"
"Bioconductor Package","parseFile"
"Bioconductor Package","purl"
"Bioconductor Package","Rd2ex"
"Bioconductor Package","RdTags"
"Bioconductor Package","checkVigTemplate"
"Bioconductor Package","content"
"Bioconductor Package","Context"
"Bioconductor Package","detect_pattern"
"Bioconductor Package","docType"
"Bioconductor Package","doesFileLoadPackage"
"Bioconductor Package","doesManPageHaveRunnableExample"
"Bioconductor Package","done"
"Bioconductor Package","file_ext"
"Bioconductor Package","findSymbolInParsedCode"
"Bioconductor Package","GET"
"Bioconductor Package","getAllDependencies"
"Bioconductor Package","getBadDeps"
"Bioconductor Package","getFunctionLengths"
"Bioconductor Package","getMaintainerEmail"
"Bioconductor Package","getParent"
"Bioconductor Package","nrow"
"Bioconductor Package","on.exit"
"Bioconductor Package","parse"
"Bioconductor Package","paste"
"Bioconductor Package","paste0"
"Bioconductor Package","read.dcf"
"Bioconductor Package","readLines"
"Bioconductor Package","regexec"
"Bioconductor Package","regexpr"
"Bioconductor Package","rep"
"Bioconductor Package","rep.int"
"Bioconductor Package","requireNamespace"
"Bioconductor Package","search"
"Bioconductor Package","seq_along"
"Bioconductor Package","seq_len"
"Bioconductor Package","setwd"
"Bioconductor Package","shQuote"
"Bioconductor Package","sprintf"
"Bioconductor Package","stop"
"Bioconductor Package","strsplit"
"Bioconductor Package","setdiff"
"Bioconductor Package","func"
"Bioconductor Package","capture.output"
"Bioconductor Package","getParseData"
"Bioconductor Package","Stangle"
"Bioconductor Package","globalVariables"
"Bioconductor Package","getPkgType"
"Bioconductor Package","getVigBuilder"
"Bioconductor Package","getVigSources"
"Bioconductor Package","handleCheck"
"Bioconductor Package","handleContext"
"Bioconductor Package","handleNote"
"Bioconductor Package","handleVerbatim"
"Bioconductor Package","handleWarning"
"Bioconductor Package","isInfrastructurePackage"
"Bioconductor Package","nodes"
"Bioconductor Package","pkgVignettes"
"Bioconductor Package","POST"
"Bioconductor Package","recommendBiocViews"
"Bioconductor Package","status_code"
"Bioconductor Package","stringdistmatrix"
"Bioconductor Package","walkCode"
"Bioconductor Package","writeNamespaceImports"
"Bioconductor Package","strwrap"
"Bioconductor Package","substr"
"Bioconductor Package","suppressMessages"
"Bioconductor Package","suppressPackageStartupMessages"
"Bioconductor Package","suppressWarnings"
"Bioconductor Package","Sys.setenv"
"Bioconductor Package","system2"
"Bioconductor Package","tempdir"
"Bioconductor Package","tryCatch"
"Bioconductor Package","unlink"
"Bioconductor Package","unloadNamespace"
"Bioconductor Package","vapply"
"Bioconductor Package","vector"
"Bioconductor Package","which"
"Bioconductor Package","rbind"
"Bioconductor Package","regmatches"
"Bioconductor Package","round"
"Bioconductor Package","rownames"
"Bioconductor Package","sort"
"Bioconductor Package","split"
"Bioconductor Package","sQuote"
"Bioconductor Package","sub"
"Bioconductor Package","sum"
"Bioconductor Package","switch"
"Bioconductor Package","system.file"
"Bioconductor Package","textConnection"
"Bioconductor Package","tolower"
"Bioconductor Package","try"
"Bioconductor Package","typeof"
"Bioconductor Package","unique"
"Bioconductor Package","unlist"
"Bioconductor Package","unname"
"Bioconductor Package","url"
"Bioconductor Package","with"
"Bioconductor Package","packageDescription"
"Bioconductor Package","packageVersion"
"Lori Shepherd","all"
"Lori Shepherd","basename"
"Lori Shepherd","c"
"Lori Shepherd","packageVersion"
"Lori Shepherd",".httr_download"
"Lori Shepherd",".httr_get_cache_info"
"Lori Shepherd","conditionMessage"
"Lori Shepherd","file.copy"
"Lori Shepherd","file.exists"
"Lori Shepherd","file.path"
"Lori Shepherd","file.remove"
"Lori Shepherd","gc"
"Lori Shepherd","setNames"
"Lori Shepherd",".sql_get_fpath"
"Lori Shepherd",".sql_get_rpath"
"Lori Shepherd",".sql_get_rtype"
"Lori Shepherd",".sql_set_etag"
"Lori Shepherd",".sql_set_expires"
"Lori Shepherd","identical"
"Lori Shepherd","interactive"
"Lori Shepherd","invisible"
"Lori Shepherd","is.na"
"Lori Shepherd","is.null"
"Lori Shepherd","length"
"Lori Shepherd","list"
"Lori Shepherd","local"
"Lori Shepherd","logical"
"Lori Shepherd","Map"
"Lori Shepherd","message"
"Lori Shepherd","missing"
"Lori Shepherd","paste"
"Lori Shepherd","paste0"
"Lori Shepherd","readline"
"Lori Shepherd","return"
"Lori Shepherd","sQuote"
"Lori Shepherd","startsWith"
"Lori Shepherd","stop"
"Lori Shepherd","substr"
"Lori Shepherd","switch"
"Lori Shepherd","tempfile"
"Lori Shepherd","tolower"
"Lori Shepherd","tryCatch"
"Lori Shepherd","unique"
"Lori Shepherd","unlink"
"Lori Shepherd","unlist"
"Lori Shepherd","setGeneric"
"Lori Shepherd","setMethod"
"Lori Shepherd",".sql_set_last_modified"
"Lori Shepherd",".util_set_cache_info"
"Lori Shepherd","bfccache"
"Lori Shepherd","bfcremove"
"Lori Shepherd","FUN"
"Lori Shepherd","get_ask_response"
"Lori Shepherd",".sql_set_rpath"
"Lori Shepherd",".sql_set_rtype"
"Lori Shepherd",".util_ask"
"Lori Shepherd","bfcrpath"
"Lori Shepherd","get_update_asked"
"Lori Shepherd","set_update_asked"
"Lori Shepherd","dbGetQuery"
"Lori Shepherd","dbListTables"
"Lori Shepherd","dbReadTable"
"Lori Shepherd","dbRemoveTable"
"Lori Shepherd","dbWriteTable"
"Lori Shepherd","SQLite"
"Lori Shepherd","src_dbi"
"Lori Shepherd","unname"
"Lori Shepherd","vapply"
"Lori Shepherd","warning"
"Lori Shepherd","Reduce"
"Lori Shepherd","rep"
"Lori Shepherd","seq_along"
"Lori Shepherd","setwd"
"Lori Shepherd","sprintf"
"Lori Shepherd","standardGeneric"
"Lori Shepherd","stopifnot"
"Lori Shepherd","Sys.Date"
"Lori Shepherd","tempdir"
"Lori Shepherd","setdiff"
"Lori Shepherd","setOldClass"
"Lori Shepherd","setReplaceMethod"
"Lori Shepherd","intersect"
"Lori Shepherd","mutate"
"Lori Shepherd",".sql_set_time"
"Lori Shepherd",".util_download"
"Lori Shepherd",".util_download_and_rename"
"Lori Shepherd",".util_standardize_rtype"
"Lori Shepherd",".util_unlink"
"Lori Shepherd","archive"
"Lori Shepherd","bfcadd"
"Lori Shepherd","bfccount"
"Lori Shepherd","bfcdownload"
"Lori Shepherd","bfcinfo"
"Lori Shepherd","bfcmeta"
"Lori Shepherd","bfcmetalist"
"Lori Shepherd","bfcmetaremove"
"Lori Shepherd","bfcneedsupdate"
"Lori Shepherd","bfcnew"
"Lori Shepherd","bfcpath"
"Lori Shepherd","bfcquery"
"Lori Shepherd","bfcquerycols"
"Lori Shepherd","bfcrid"
"Lori Shepherd","bfcsync"
"Lori Shepherd","bfcupdate"
"Lori Shepherd","BiocFileCache"
"Lori Shepherd","cleanbfc"
"Lori Shepherd","exportbfc"
"Lori Shepherd","fun"
"Lori Shepherd","get_create_asked"
"Lori Shepherd","inflate"
"Lori Shepherd","removebfc"
"Lori Shepherd","set_create_asked"
"Lori Shepherd","update_time_and_path"
"Lori Shepherd","user_cache_dir"
"Lori Shepherd","which"
"Lori Shepherd","collect"
"Lori Shepherd","filter_"
"Lori Shepherd","left_join"
"Lori Shepherd","n"
"Lori Shepherd","select_"
"Lori Shepherd","summarize"
"Lori Shepherd","tbl"
"The Bioconductor","standardGeneric"
"The Bioconductor","which"
"The Bioconductor","which.max"
"The Bioconductor","field"
"The Bioconductor","fields"
"The Bioconductor","which.min"
"The Bioconductor","length"
"The Bioconductor","names"
"The Bioconductor","paste"
"The Bioconductor","paste0"
"The Bioconductor","do.call"
"The Bioconductor","setGeneric"
"The Bioconductor","setNames"
"The Bioconductor","c"
"The Bioconductor","getObjectFields"
"The Bioconductor","getObjectSlots"
"The Bioconductor","isTRUEorFALSE"
"The Bioconductor","updateObject"
"The Bioconductor","updateObjectFrom_errf"
"The Bioconductor","environmentIsLocked"
"The Bioconductor","is.null"
"The Bioconductor","is.object"
"The Bioconductor","lapply"
"The Bioconductor","list"
"The Bioconductor","lockBinding"
"The Bioconductor","lockEnvironment"
"The Bioconductor","ls"
"The Bioconductor","message"
"The Bioconductor","new.env"
"The Bioconductor","return"
"The Bioconductor","sapply"
"The Bioconductor","sprintf"
"The Bioconductor","stop"
"The Bioconductor","tryCatch"
"The Bioconductor","warning"
"The Bioconductor","nchar"
"The Bioconductor","nrow"
"The Bioconductor","rep"
"The Bioconductor","row.names"
"The Bioconductor","callNextMethod"
"The Bioconductor","getRefClass"
"The Bioconductor","updateObjectFromFields"
"The Bioconductor","updateObjectFromSlots"
"The Bioconductor","rownames"
"The Bioconductor","sub"
"The Bioconductor","switch"
"The Bioconductor","typeof"
"The Bioconductor","unique"
"The Bioconductor","is"
"The Bioconductor","intersect"
"The Bioconductor","testPackage"
"The Bioconductor","isVirtualClass"
"The Bioconductor","setMethod"
"The Bioconductor","slot"
"The Bioconductor","setdiff"
"The Bioconductor","combine"
"The Bioconductor","slotNames"
"The Bioconductor","validObject"
"The Bioconductor","path"
"The Bioconductor","union"
"Li Long",".Deprecated"
"Li Long","all"
"Li Long","any"
"Li Long","AgNode"
"Li Long","checkTags"
"Li Long","apply"
"Li Long","c"
"Li Long","ceiling"
"Li Long","diff"
"Li Long","floor"
"Li Long","gsub"
"Li Long","getNodeHeight"
"Li Long","getNodeLW"
"Li Long","getNodeRW"
"Li Long","getNodeXY"
"Li Long","graphRenderInfo"
"Li Long","is.null"
"Li Long","is.numeric"
"Li Long","lapply"
"Li Long","length"
"Li Long","missing"
"Li Long","names"
"Li Long","paste"
"Li Long","return"
"Li Long","sapply"
"Li Long","seq"
"Li Long","stop"
"Li Long","stopifnot"
"Li Long","unique"
"Li Long","unlist"
"Li Long","warning"
"Li Long","writeLines"
"Li Long","xor"
"Li Long","setMethod"
"Li Long","signature"
"Li Long","nodes"
"Li Long","x.u2p"
"Li Long","y.u2p"
"Li Long","par"
"Dan Tenenbaum","as.logical"
"Dan Tenenbaum","close"
"Dan Tenenbaum","file"
"Dan Tenenbaum","available.packages"
"Dan Tenenbaum",".message"
"Dan Tenenbaum",".protocol"
"Dan Tenenbaum","getOption"
"Dan Tenenbaum","getRversion"
"Dan Tenenbaum","invokeRestart"
"Dan Tenenbaum","is.null"
"Dan Tenenbaum","local"
"Dan Tenenbaum","on.exit"
"Dan Tenenbaum",".warning"
"Dan Tenenbaum","biocVersion"
"Dan Tenenbaum",".stop"
"Dan Tenenbaum",".update"
"Dan Tenenbaum",".updateFinish"
"Dan Tenenbaum","package_version"
"Dan Tenenbaum","paste0"
"Dan Tenenbaum","read.dcf"
"Dan Tenenbaum","readLines"
"Dan Tenenbaum","Sys.getenv"
"Dan Tenenbaum","system.file"
"Dan Tenenbaum","tryCatch"
"Dan Tenenbaum","url"
"Dan Tenenbaum","withCallingHandlers"
"Dan Tenenbaum","suppressWarnings"
"Dan Tenenbaum","unloadNamespace"
"Dan Tenenbaum","unique"
"Dan Tenenbaum","unlink"
"Dan Tenenbaum","vapply"
"Dan Tenenbaum","rownames"
"Dan Tenenbaum","sprintf"
"Dan Tenenbaum","sQuote"
"Dan Tenenbaum","stop"
"Dan Tenenbaum","sub"
"Dan Tenenbaum","suppressPackageStartupMessages"
"Dan Tenenbaum","switch"
"Dan Tenenbaum","tolower"
"Dan Tenenbaum","biocinstallRepos"
"Dan Tenenbaum","biocLite"
"Dan Tenenbaum","isDevel"
"Dan Tenenbaum",".reposInstall"
"Dan Tenenbaum",".rRepos"
"Dan Tenenbaum",".updateBiocInstaller"
"Dan Tenenbaum","install_github"
"Dan Tenenbaum","globalVariables"
"Dan Tenenbaum","packageVersion"
"Dan Tenenbaum","update.packages"
"Dan Tenenbaum","intersect"
"Dan Tenenbaum","setdiff"
"Dan Tenenbaum","sessionInfo"
"Lluís Revilla","invisible"
"Lluís Revilla","packageStartupMessage"
"Lluís Revilla","paste0"
"Lluís Revilla","combn"
"Lluís Revilla","combineScoresPar"
"Lluís Revilla","diceSim"
"Lluís Revilla","is.na"
"Lluís Revilla","is.numeric"
"Lluís Revilla","length"
"Lluís Revilla","prod"
"Lluís Revilla","sign"
"Lluís Revilla","stop"
"Lluís Revilla","setNames"
"Lluís Revilla","pathSims_matrix"
"Lluís Revilla","combineScores"
"Lluís Revilla","is.Matrix"
"Lluís Revilla","rcmax"
"Lluís Revilla","reciprocal"
"Lluís Revilla","sum"
"Lluís Revilla","warning"
"Lluís Revilla","unique"
"Lluís Revilla","list2env"
"Lluís Revilla","matrix"
"Lluís Revilla","names"
"Lluís Revilla","ncol"
"Lluís Revilla","nrow"
"Lluís Revilla","outer"
"Lluís Revilla","rep"
"Lluís Revilla","return"
"Lluís Revilla","rownames"
"Lluís Revilla","sapply"
"Lluís Revilla","split"
"Lluís Revilla","t"
"Lluís Revilla","tcrossprod"
"Lluís Revilla","unlist"
"Lluís Revilla","Vectorize"
"Lluís Revilla","round"
"Lluís Revilla","seq_along"
"Lluís Revilla","sparseMatrix"
"Lluís Revilla","seq_len"
"Lluís Revilla","which"
"Lluís Revilla","intersect"
"Lluís Revilla","similarities"
"Bioconductor Package","any"
"Bioconductor Package","basename"
"Bioconductor Package","relist"
"Bioconductor Package",".splitIndices"
"Bioconductor Package","bpok"
"Bioconductor Package","cut"
"Bioconductor Package","dirname"
"Bioconductor Package","integer"
"Bioconductor Package","is.character"
"Bioconductor Package","setMethod"
"Bioconductor Package","runif"
"Bioconductor Package","invisible"
"Bioconductor Package",".error_worker_comm"
"Bioconductor Package",".log_appender"
"Bioconductor Package",".log_internal"
"Bioconductor Package",".log_load"
"Bioconductor Package","bpbackend"
"Bioconductor Package","lapply"
"Bioconductor Package","max"
"Bioconductor Package","min"
"Bioconductor Package","options"
"Bioconductor Package","sapply"
"Bioconductor Package","seq"
"Bioconductor Package","simplify2array"
"Bioconductor Package","structure"
"Bioconductor Package","warning"
"Bioconductor Package","nzchar"
"Bioconductor Package","order"
"Bioconductor Package","is"
"Bioconductor Package","setAs"
"Bioconductor Package","bplog"
"Bioconductor Package","bploop"
"Bioconductor Package","bpstop"
"Bioconductor Package","bpthreshold"
"Bioconductor Package","clusterApply"
"Bioconductor Package","makeMPImaster"
"Bioconductor Package","mcparallel"
"Bioconductor Package","mpi.comm.disconnect"
"Bioconductor Package","mpi.comm.get.parent"
"Bioconductor Package","mpi.comm.set.errhandler"
"Bioconductor Package","mpi.intercomm.merge"
"Bioconductor Package","mpi.quit"
"Bioconductor Package","bpisup"
"Bioconductor Package","bpiterate"
"Bioconductor Package","bplapply"
"Bioconductor Package","bplogdir"
"Bioconductor Package","bpnworkers"
"Bioconductor Package","bpparam"
"Bioconductor Package","bpresultdir"
"Bioconductor Package","bpRNGseed"
"Bioconductor Package","reg.finalizer"
"Bioconductor Package","rm"
"Bioconductor Package","showConnections"
"Bioconductor Package","Sys.info"
"Bioconductor Package","Sys.time"
"Bioconductor Package","unclass"
"Bioconductor Package","setOldClass"
"Bioconductor Package","setReplaceMethod"
"Bioconductor Package","setValidity"
"Bioconductor Package","setTxtProgressBar"
"Bioconductor Package","txtProgressBar"
"Bioconductor Package","validObject"
"Bioconductor Package","bpschedule"
"Bioconductor Package","bpstart"
"Bioconductor Package","bpstopOnError"
"Bioconductor Package","bptasks"
"Bioconductor Package","bptimeout"
"Bioconductor Package","bpworkers"
"Bioconductor Package","callSuper"
"Bioconductor Package","checkDir"
"Bioconductor Package","clusterExport"
"Bioconductor Package","clusterSetRNGStream"
"Bioconductor Package","detectCores"
"Bioconductor Package","initFields"
"Bioconductor Package","SerialParam"
