"","ile","czestosc"
"sam.fdr",1,0
"sam.func",1,0
"sam.s0",1,0
"sampclass",1,0
"sample.annotations",1,0
"sample.miRNAData",1,0
"sample.mRNAData",1,0
"sample.names",1,0
"sample_annotation",1,0
"sample_metadata",1,0
"sample_models",1,0
"sample_plot",1,0
"sample_technicalVariance",1,0
"sampleAnnotation",1,0
"sampleClusteredData",1,0
"sampleCols",1,0
"sampleExpressionData",1,0
"sampleLabels",1,0
"sampleList",1,0
"SampleListNode",1,0
"sampleNode",1,0
"SampleNoiseGenes",1,0
"SampleRatio",1,0
"sampleRawToBSseq",1,0
"sampling",1,0
"sampnames",1,0
"samr",1,0
"samr.compute.delta.table",1,0
"samr.compute.siggenes.table",1,0
"sanitizeRowRanges",1,0
"sapply_isNULL",1,0
"save_html",1,0
"saveAffinityPlot.bgx",1,0
"SaveGraphAsJpeg",1,0
"SaveGraphAsPDF",1,0
"SaveGraphAsPNG",1,0
"SaveGraphAsPostscript",1,0
"saveHtmlGlossary",1,0
"savejpg",1,0
"saveObj",1,0
"saveQCPlot",1,0
"saveWorkbook",1,0
"sb_predictive",1,0
"scale.vec",1,0
"scale_alpha_continuous",1,0
"scale_color_discrete",1,0
"scale_color_gradient2",1,0
"scale_color_gradientn",1,0
"scale_colour_discrete",1,0
"scale_colour_gradient2",1,0
"scale_colour_gradientn",1,0
"scale_colours",1,0
"scale_fill_continuous",1,0
"scale_fill_discrete",1,0
"scale_fill_distiller",1,0
"scale_fill_gradient2",1,0
"scale_fill_grey",1,0
"scale_mat",1,0
"scale_nominal",1,0
"scale_rows",1,0
"scale_shape_identity",1,0
"scale_vec_colours",1,0
"scale_x_reverse",1,0
"scale_y_sqrt",1,0
"scaleSamples",1,0
"scaleto",1,0
"scaleY",1,0
"scaling",1,0
"scalingFactorTransformation",1,0
"scan.error",1,0
"scan.lin_log",1,0
"scanBamGRanges",1,0
"scanBcf",1,0
"ScanBcfParam",1,0
"scanFa",1,0
"scanFaIndex",1,0
"scanFile",1,0
"scanMart",1,0
"scanSupportedOrganisms",1,0
"scanTabix",1,0
"scanVcfHeader",1,0
"ScanVcfParam",1,0
"scatter.plot.train",1,0
"scatterPlot",1,0
"scatterplot3d",1,0
"scheffe.test",1,0
"SCmapping",1,0
"score.compute",1,0
"score.crossing",1,0
"score.it",1,0
"score.logReg",1,0
"scoreFunction",1,0
"ScoreMatrixBin",1,0
"scores",1,0
"scoringMatrix",1,0
"screenDesc",1,0
"screenLog",1,0
"script",1,0
"scriptstyle",1,0
"sd.samples",1,0
"sdf2ap",1,0
"sdf2smiles",1,0
"sdf2smilesWeb",1,0
"sdf2str",1,0
"sdfid",1,0
"sdfSet2definition",1,0
"se",1,0
"se.const",1,0
"se.exprs",1,0
"seabi",1,0
"searchBiomart",1,0
"SearchDB",1,0
"searchPath",1,0
"searchPPIigraph",1,0
"searchStructures",1,0
"second",1,0
"segden1",1,0
"segList",1,0
"segMean.n",1,0
"segmentalDups_UCSC",1,0
"segmentate.old",1,0
"segmentCytoplasma",1,0
"segments.p",1,0
"segments.summary",1,0
"segmentSamples",1,0
"segmentStructures",1,0
"segmentW",1,0
"select_sources",1,0
"select_transcript",1,0
"selectBatchEffect",1,0
"selectChannels",1,0
"selectConditions",1,0
"selectGoodGuess",1,0
"selectHits",1,0
"selectInBatches",1,0
"selectMatches",1,0
"selectNode",1,0
"SelectResult",1,0
"selectRows",1,0
"selectSigGene",1,0
"selectSome",1,0
"selfmatch",1,0
"sendBin",1,0
"sep_cutoffs",1,0
"seq.ppm",1,0
"seqcover",1,0
"seqfilter",1,0
"seqFromFile",1,0
"seqinfoFn",1,0
"seqLogo",1,0
"seqnameMapping",1,0
"seqPalette",1,0
"seqsToAln",1,0
"seqtype",1,0
"SequenceInfo",1,0
"sequences",1,0
"serialize",1,0
"set.APS.outdir",1,0
"set.buffer.dim",1,0
"set.edge.attribute",1,0
"set.vertex.attribute",1,0
"set_component_height",1,0
"set_cookies",1,0
"set_create_asked",1,0
"set_options",1,0
"set_palette",1,0
"set_param_names",1,0
"set_rownames",1,0
"set_update_asked",1,0
"set_vertex_attr",1,0
"setAnnotationCategories",1,0
"setAnnotationHubOption",1,0
"setBreaks",1,0
"setButtonHref",1,0
"setCaOmicsVColors",1,0
"setClusterColors",1,0
"setcolorder",1,0
"setColWidths",1,0
"setContentType",1,0
"setCtlCol",1,0
"setCurrentBackgroundPosition",1,0
"setData",1,0
"setDF",1,0
"setEdgeRenderInfo",1,0
"setEdgeWeights",1,0
"setFilterParams",1,0
"setGraphicsEventHandlers",1,0
"setGRGenomeInfo",1,0
"setHeader",1,0
"setLists",1,0
"setMethodS3",1,0
"setName",1,0
"setNodeColorDirect",1,0
"setNodeInDAG",1,0
"setNodeRenderInfo",1,0
"setNodeWeights",1,0
"setPackageVariable",1,0
"setParameters",1,0
"setPhenoList",1,0
"setRealizationBackend",1,0
"setRegion",1,0
"setRepository",1,0
"setReturn",1,0
"setRowHeights",1,0
"setSAXPYData",1,0
"setShinyInputCombat",1,0
"setShinyInputOrig",1,0
"setShinyInputSVA",1,0
"setShinyInputSVAf",1,0
"setShinyInputSVAr",1,0
"setSVGShapeToolTip",1,0
"setThreadOptions",1,0
"setup.lin_log",1,0
"setUp.snp.list.stream",1,0
"setUp.stream",1,0
"setup_genesets",1,0
"setup_locusdef",1,0
"setup_mappa",1,0
"setupBaseFolder",1,0
"setupDataFolder",1,0
"setupEffects",1,0
"setupMessageHandlers",1,0
"setupPara",1,0
"SetupPlotKeyBindings",1,0
"SetupPlotMenus",1,0
"setupPSRFolder",1,0
"setupVars.bgx",1,0
"setUserOptions",1,0
"setValues",1,0
"setWeights",1,0
"sf.mean",1,0
"sFactors",1,0
"sfClusterApplyLB",1,0
"sfClusterEval",1,0
"sfCpus",1,0
"sfGetCluster",1,0
"sfLapply",1,0
"sfMM",1,0
"sfParallel",1,0
"sfRemove",1,0
"sfRestore",1,0
"sfSapply",1,0
"sfSource",1,0
"shannon.entropy",1,0
"shape_for_ggplot_perc",1,0
"shape_for_ggplot_pred",1,0
"shapiroTest",1,0
"shiny_callback",1,0
"shinyFileChoose",1,0
"shinyFilesButton",1,0
"shinyRenderWidget",1,0
"shinytheme",1,0
"shinyUI",1,0
"shinyWidgetOutput",1,0
"shorten.gene.names",1,0
"shorten.method.names",1,0
"shortest.paths",1,0
"ShortRead",1,0
"show_compact_array",1,0
"showBioMatrixPlotLayout",1,0
"showBioNetNodesLayout",1,0
"showClass",1,0
"showCounts",1,0
"showCountSignals",1,0
"showDropdown",1,0
"showMCR",1,0
"showObj",1,0
"showQCPlot",1,0
"showRegModeOutput",1,0
"showSelectedOutput",1,0
"shrinkageFun",1,0
"shrinkGenotypeSummaries",1,0
"shrinkSummary",1,0
"sif2graph",1,0
"sigclust",1,0
"SigGenes",1,0
"sigma2",1,0
"sigma2.0",1,0
"sigmac",1,0
"signalDist",1,0
"SignedIndexList",1,0
"signTest",1,0
"sigWin_chr",1,0
"silhouette",1,0
"silhouette_SimilarityMatrix",1,0
"sim2Pathway",1,0
"simdata2cnolist",1,0
"simFuzzyT1",1,0
"similarities",1,0
"similarity",1,0
"simpleROC",1,0
"simplify.table",1,0
"simplify_NULL_dimnames",1,0
"simplifyArabidopsisProbes",1,0
"simplifyMatrix",1,0
"simplifyProbes",1,0
"simplifyYeastProbes",1,0
"simpsons",1,0
"SimulateFromNull",1,0
"simulateReadsFromCounts",1,0
"simulateZ",1,0
"simulatorDT",1,0
"simulatorT0",1,0
"simulatorTN",1,0
"simUvSegData",1,0
"single",1,0
"single.peak",1,0
"single_polyenrich",1,0
"single_polyenrich_weighted",1,0
"singleArrayNormalize",1,0
"SingleBatchModel",1,0
"SingleBatchModel2",1,0
"singleNumberOfDistributionElements",1,0
"sink.number",1,0
"site.merge",1,0
"size",1,0
"sizesobj",1,0
"skewness",1,0
"SklearnEls",1,0
"skPartialPCA_step",1,0
"slideQuality",1,0
"slidingViews",1,0
"slidingWindows",1,0
"slidSmooth",1,0
"slidWithGaps",1,0
"smarterNearest",1,0
"smartsSearch_OB",1,0
"smartTreeParse",1,0
"sMatrix.logistic",1,0
"smhuber",1,0
"smile2sdfFile",1,0
"smiles2sdfWeb",1,0
"smooth.image",1,0
"smooth.image.method",1,0
"smooth.it",1,0
"smoothed.intensity",1,0
"smoothFunction",1,0
"smoothseg",1,0
"smoothSignal",1,0
"smoothSignal.do",1,0
"smoothSignal.ma",1,0
"smoothSignal.method",1,0
"sn.cumulants",1,0
"sn.dev.gh",1,0
"sn.Einfo",1,0
"sn.em",1,0
"sn.mle",1,0
"sn.mle.grouped",1,0
"sn.SFscore",1,0
"snapshotDate",1,0
"SnowParam",1,0
"snowWorkers",1,0
"snp.delete.files",1,0
"snp.logistic",1,0
"snp.main",1,0
"snp.plot",1,0
"snpBiomart_ENSEMBL",1,0
"snpCallProbability",1,0
"snpLocations_UCSC",1,0
"snprmaAffy",1,0
"snpsByOverlaps",1,0
"snpsBySeqname",1,0
"SNR",1,0
"snSummary",1,0
"socketConnection",1,0
"sojournAnno",1,0
"solve.qr",1,0
"solve.x",1,0
"solve_LSAP",1,0
"solvePD",1,0
"som",1,0
"somgrid",1,0
"sort.chrom",1,0
"sort.chrom.list",1,0
"sortBam",1,0
"SortBy",1,0
"sortCentroids",1,0
"sortComponentLabels",1,0
"SortDir",1,0
"sortGenomic",1,0
"SortMat",1,0
"sortOmicsDataByColumn",1,0
"sortOmicsDataByRow",1,0
"sota",1,0
"sota.init",1,0
"source_id",1,0
"space",1,0
"span",1,0
"SparCC.count",1,0
"SparCC.frac",1,0
"SparseDeltas",1,0
"sparseTest",1,0
"spatialAdjust",1,0
"spatialAdjustVec",1,0
"spatialIndex",1,0
"specialDensity",1,0
"spectra",1,0
"spectral_clustering",1,0
"spectrumRepresentation",1,0
"spikeDataset",1,0
"spilloverMatrixNode",1,0
"spilloverNodes",1,0
"split.bins",1,0
"split_on_utr_and_add_feature",1,0
"split_part_index",1,0
"split2ShortMers",1,0
"splitAffyBatch",1,0
"splitBy",1,0
"splitByFacets",1,0
"splitDistGPS",1,0
"splitFarNeighbour",1,0
"splitFarNeighbouryhat",1,0
"splitFileVector",1,0
"splitIndices",1,0
"splitMDS",1,0
"splitNode",1,0
"splitPaths",1,0
"splitS",1,0
"splitSegments",1,0
"splitTitle",1,0
"splitWork",1,0
"spot.simulator",1,0
"spread_",1,0
"sqldf",1,0
"SQNff",1,0
"squish",1,0
"src_dbi",1,0
"srcfun",1,0
"srFilter",1,0
"srswor",1,0
"st.cumulants",1,0
"st.mle",1,0
"st.SFscore",1,0
"stable",1,0
"stackDenistyPlot",1,0
"standard_names",1,0
"standardise",1,0
"standardizeWellID",1,0
"Stangle",1,0
"StangleHTMLVignettes",1,0
"start.catching",1,0
"startDaemonizedServer",1,0
"startedWithSfCluster",1,0
"startIndex",1,0
"startingValues",1,0
"startPlots",1,0
"starts_with",1,0
"startupMessage",1,0
"stash_DelayedAbind",1,0
"stash_DelayedAperm",1,0
"stash_DelayedDimnames",1,0
"stash_DelayedSubset",1,0
"stash_DelayedUnaryIsoOp",1,0
"stat_binhex",1,0
"stat_density",1,0
"stat_qq",1,0
"stat_sum",1,0
"state",1,0
"stateColors",1,0
"stateorderByTransition",1,0
"static.analysis.page",1,0
"static.analysis.page.query.string",1,0
"statistiken",1,0
"Status",1,0
"stderr",1,0
"stdout",1,0
"StdRow",1,0
"stepFlexmix",1,0
"stepSize",1,0
"stop.catching",1,0
"stop_for_status",1,0
"stopDaemonizedServer",1,0
"Stouffer.test",1,0
"stp",1,0
"str_c",1,0
"str_locate",1,0
"str_match",1,0
"str_wrap",1,0
"strand.split",1,0
"strandAsInteger",1,0
"strandColors",1,0
"StrandFreqMatrix",1,0
"StrandReadMatrix",1,0
"strandRule",1,0
"stress",1,0
"strftime",1,0
"stri_locate_all_fixed",1,0
"stri_rand_strings",1,0
"stri_sub",1,0
"stringdistmatrix",1,0
"stringFromOstream",1,0
"stringp",1,0
"strip.default",1,0
"strip.quality.columns",1,0
"stripnames",1,0
"strrep",1,0
"strReverse",1,0
"strToCov",1,0
"strtrim",1,0
"structureBiomart_ENSEMBL",1,0
"stupidSplineBasis",1,0
"styleInterval",1,0
"sub.def",1,0
"subListExtract",1,0
"subLocalFcn",1,0
"submatGenerator",1,0
"submethod",1,0
"subOntology",1,0
"subpathwayTypes",1,0
"subPopulationNode",1,0
"subrows",1,0
"subs.genoFile.GLU",1,0
"subSampleData",1,0
"subSet",1,0
"subset_by_Nindex",1,0
"subset_dimnames",1,0
"subset_gp",1,0
"subset_order_tbl",1,0
"subsetData.var",1,0
"subsetLoops",1,0
"subsetRegion",1,0
"subtest",1,0
"subtypeDisplay",1,0
"successiveIRanges",1,0
"successiveViews",1,0
"sugg.peaks",1,0
"sugg.ploidy",1,0
"suggest.k",1,0
"SUM",1,0
"sum_prop",1,0
"sumDownTo",1,0
"summarise_all",1,0
"summarise_at",1,0
"summarize_at",1,0
"summarizeMaleXNps",1,0
"summarizeXGenotypes",1,0
"Summary",1,0
"summary.factor",1,0
"summary_ASB",1,0
"summary_QC",1,0
"summaryAffyRNAdeg",1,0
"summaryFxn",1,0
"summaryQC",1,0
"summaryStats",1,0
"sumUpCoverage",1,0
"sumUpCoverageNoTarget",1,0
"sumUpTo",1,0
"superheat",1,0
"support",1,0
"supported_genesets",1,0
"supported_genomes",1,0
"supported_locusdefs",1,0
"supported_read_lengths",1,0
"surf.ls",1,0
"survfit",1,0
"svalue",1,0
"svmlight",1,0
"swap",1,0
"swapBase",1,0
"switchColNames",1,0
"switchDirection",1,0
"sym",1,0
"sym2eg",1,0
"symb.mean",1,0
"symnum",1,0
"synch.sample.IDs",1,0
"Sys.chmod",1,0
"sys.frame",1,0
"sys.function",1,0
"Sys.glob",1,0
"sys.nframe",1,0
"Sys.which2",1,0
"t.fast",1,0
"T.int",1,0
"T.Owen",1,0
"T_Pal",1,0
"t2xy",1,0
"TabixFile",1,0
"table.bac.func",1,0
"table_col_names",1,0
"table_RleList",1,0
"tabledat",1,0
"tableFilt",1,0
"tableGrob",1,0
"tables",1,0
"tabulate2",1,0
"tagClustersGR",1,0
"tagClustersQuantile",1,0
"tagClustersQuantileLow",1,0
"tagClustersQuantileUp",1,0
"tagList",1,0
"tagname",1,0
"TailPPCalculate",1,0
"take.union",1,0
"tanh",1,0
"target_types",1,0
"targetf",1,0
"targetRanges",1,0
"targetSeqs",1,0
"tau",1,0
"tau.dist",1,0
"tau_multibatch_pvar_red",1,0
"tau2",1,0
"tau2A.AA",1,0
"tau2A.BB",1,0
"tau2B.AA",1,0
"tau2B.BB",1,0
"tbl",1,0
"tbl_dt",1,0
"tcl",1,0
"tclRequire",1,0
"TclRequire",1,0
"tclVar",1,0
"tcounts",1,0
"temp.plot.file",1,0
"template",1,0
"TerminalChar",1,0
"test.checkX",1,0
"test.diff.binding",1,0
"test.diff.binding.2sample",1,0
"test.diff.binding.edgeR",1,0
"test.posterior",1,0
"test_diff",1,0
"test_func",1,0
"testEmptyDrops",1,0
"testForValidKeytype",1,0
"testFun",1,0
"testMulticlass",1,0
"testReadCount",1,0
"testregion",1,0
"testSelectArgs",1,0
"texi2dvi",1,0
"texpr",1,0
"text.func",1,0
"text.pvclust",1,0
"the.time.with.sec",1,0
"theme_blank",1,0
"theme_DEP1",1,0
"theme_DEP2",1,0
"theme_gray",1,0
"theme_tracks_sunset",1,0
"theme_update",1,0
"theta",1,0
"theta_multibatch_pvar_red",1,0
"thetac",1,0
"thetaEffectiveSize",1,0
"thetaThreshold",1,0
"thisFun",1,0
"threshold.func",1,0
"thresholdType",1,0
"tibble",1,0
"tick",1,0
"tidy",1,0
"tidy_annotations",1,0
"timeout",1,0
"TimeOutput",1,0
"timeToRow",1,0
"titlePage",1,0
"tkgetOpenFile",1,0
"tkgetSaveFile",1,0
"tkgrab.set",1,0
"tkpack",1,0
"tkrreplot",1,0
"tkselection.clear",1,0
"tktitle",1,0
"tkwinfo",1,0
"tkwm.deiconify",1,0
"tkwm.focusmodel",1,0
"tkwm.geometry",1,0
"tkwm.resizable",1,0
"tkwm.withdraw",1,0
"tmle",1,0
"tmm",1,0
"tmvtfFit",1,0
"to",1,0
"to.dendrogram",1,0
"to_linear_index",1,0
"to_list",1,0
"tocodons",1,0
"toCTSSdt",1,0
"toDot",1,0
"toeplitz",1,0
"toFile",1,0
"toggleEnd",1,0
"togglePanels",1,0
"toggleStart",1,0
"toGRanges",1,0
"toHTML",1,0
"toJson",1,0
"toJSON_fromchar",1,0
"toJSON_frommatrix",1,0
"toJSON_fromvector",1,0
"toMatrix",1,0
"tool_lasso_select",1,0
"topLoops",1,0
"topSpliceDGE",1,0
"topTable2",1,0
"topTags",1,0
"toSeqSnippet",1,0
"total_lik",1,0
"TotalCount",1,0
"totalEvents",1,0
"trace.enter",1,0
"trace.exit",1,0
"trace.scale",1,0
"track",1,0
"trackList",1,0
"trackNames",1,0
"train",1,0
"training",1,0
"trainLeaves",1,0
"traits.forest",1,0
"trans",1,0
"trans.fun",1,0
"trans_breaks",1,0
"transCall.genoFile.GLU",1,0
"transCoord",1,0
"transcript_ENSEMBL",1,0
"transcriptDetails",1,0
"transcriptsByOverlaps",1,0
"transcriptToCodingExon",1,0
"transcriptToCodingRange",1,0
"transcriptToExon",1,0
"transcriptToProbeset",1,0
"transcriptToUtrRange",1,0
"transferIslandid",1,0
"transfo",1,0
"transform.genoFile",1,0
"transform.genoFile.GLU",1,0
"transform.genoFile.PLINK",1,0
"transformAlign",1,0
"transformation",1,0
"transformationNode",1,0
"transformationType",1,0
"transformData",1,0
"transformToGenome",1,0
"transitivity",1,0
"translate",1,0
"translate_cm",1,0
"translateKEGGID2GeneID",1,0
"translateNCI2GeneID",1,0
"translatePattern",1,0
"transpose_list",1,0
"transtoDataFrame",1,0
"tree",1,0
"trellis.par.get",1,0
"tri.hasGeneNames",1,0
"tri.load",1,0
"tri.save",1,0
"tri.setGeneNames",1,0
"triangle",1,0
"triangulate_ranges",1,0
"trig.registry",1,0
"trigger.event",1,0
"trimEdges",1,0
"trimfn",1,0
"trimLong",1,0
"trimmedCellVariance",1,0
"trimmedVariance",1,0
"trimNs",1,0
"triu",1,0
"triwt",1,0
"tRNAs",1,0
"truncate.fun",1,0
"Try",1,0
"try.reboot.again",1,0
"tryKeepTraceback",1,0
"TryToFitDecayFunction",1,0
"ts.plot",1,0
"tsne",1,0
"tsort",1,0
"tstat",1,0
"TstCutoff",1,0
"ttab_get",1,0
"ttab_set",1,0
"Ttestcorr",1,0
"ttestNull",1,0
"ttheme_minimal",1,0
"ttkcombobox",1,0
"Tukey",1,0
"tumors3",1,0
"tumors4top1",1,0
"tune.control",1,0
"tune.svm",1,0
"tune_parameters_calc",1,0
"tVal",1,0
"TwoBitFile",1,0
"twoSetsAveragePwmDivergenceFromAlignmentVector",1,0
"twTStats",1,0
"tx",1,0
"TxDb2GR",1,0
"TXID2EGID",1,0
"TXID2TXEG",1,0
"type.convert",1,0
"type2int",1,0
"type2test",1,0
"types.forest",1,0
"types.wald",1,0
"U",1,0
"ucscTableQuery",1,0
"UML_CML_GxE_parms",1,0
"unaligned_penalty",1,0
"unfactor",1,0
"uni.plot",1,0
"unifMJ",1,0
"uniprotGene",1,0
"unique.words",1,0
"uniqueBatch",1,0
"uniqueCount",1,0
"uniqueDetectorNames",1,0
"uniqueFilename",1,0
"uniqueSampleNames",1,0
"uniquify.ids.in.svg.files",1,0
"units",1,0
"UnivariateBatchModel",1,0
"universeGeneIds",1,0
"unlist.data.frame",1,0
"unlistToMatrix",1,0
"unlock_environment",1,0
"unmap",1,0
"unmethylated",1,0
"unnest",1,0
"unpack",1,0
"unpackIndices",1,0
"unreliable",1,0
"unrowname",1,0
"unsafeSetSlot",1,0
"unstacked",1,0
"unstrand",1,0
"unstrsplit",1,0
"update.packages",1,0
"upDate.pmcorrect.methods",1,0
"update.snp.list",1,0
"update.snpNames",1,0
"update.Wj",1,0
"update_min_width",1,0
"update_missing_min_width",1,0
"update_multinomialPr",1,0
"update_multinomialPr_batch",1,0
"update_time_and_path",1,0
"updateCentroidsPaths",1,0
"updateChannels",1,0
"updateCheckboxGroupInput",1,0
"updateCheckboxInput",1,0
"updateCors",1,0
"updateData",1,0
"updateESetTo",1,0
"updateMe",1,0
"updateMeanDistribution",1,0
"updateObjectFrom_errf",1,0
"updateObjectFromFields",1,0
"updateObjectFromSlots",1,0
"updateOldESet",1,0
"updatePriorities",1,0
"updateProgress",1,0
"updateQueryString",1,0
"UpDownOrBoth",1,0
"upload_file",1,0
"upload_to_S3",1,0
"upper",1,0
"upperGroups",1,0
"upSignalGraph",1,0
"uri",1,0
"URL_parts",1,0
"urlEncode",1,0
"URLencode",1,0
"use",1,0
"useModes",1,0
"user",1,0
"user_cache_dir",1,0
"UserOwnedBy",1,0
"useShinyjs",1,0
"usr2dev",1,0
"usr2plt",1,0
"usr2png",1,0
"usr2pt",1,0
"uuid",1,0
"valgen",1,0
"valid.peaks",1,0
"valid.ploidy",1,0
"validate.labeled.param.value",1,0
"validate.param.value",1,0
"validate_association",1,0
"validate_dimnames_slot",1,0
"validateCssUnit",1,0
"validCdfEnvAffy",1,0
"validCdfNames",1,0
"validGraph",1,0
"validNames",1,0
"validSDF",1,0
"vals",1,0
"Var",1,0
"variability_table",1,0
"variable.annotations",1,0
"varianceBeadStabilise",1,0
"varianceBeadStabiliseSingleArray",1,0
"variants",1,0
"varIdent",1,0
"varModel",1,0
"varPower",1,0
"VCF",1,0
"vcountPDict",1,0
"vec2array",1,0
"vectorArray",1,0
"vectorForArray",1,0
"vectorForArrayL2",1,0
"vectorForArrayRAM",1,0
"vectorForArrayRAM2",1,0
"vectorFromffList",1,0
"vectorFromffList2",1,0
"vectorHammingDist",1,0
"vectorUnsignedInt",1,0
"vectorUnsignedInt_size",1,0
"vectorvInt_size",1,0
"vegasMarginal",1,0
"venn",1,0
"Venn",1,0
"venn.diagram",1,0
"venn4Way",1,0
"vennCounts2",1,0
"vennDiagramaffylmGUI",1,0
"vennLinks",1,0
"vennplot",1,0
"vennPlot",1,0
"vennSelect2",1,0
"verify.bg.param",1,0
"verify.constraint.types",1,0
"verify.model.param",1,0
"verify.norm.param",1,0
"verify.output.param",1,0
"verify.variable.types",1,0
"verify_fqfiles",1,0
"ViewContrastsMatrixAsPairs",1,0
"ViewContrastsMatrixInTable",1,0
"viewMaxs",1,0
"viewMins",1,0
"viewTracks",1,0
"viewWhichMaxs",1,0
"violinPlotD",1,0
"vioplot",1,0
"visMatrix",1,0
"visualizationFunctions",1,0
"visualizationMethods",1,0
"visualizeViewpointMain",1,0
"viterbi.allele",1,0
"viterbi.intensity",1,0
"vmatchPattern",1,0
"vMeasure",1,0
"vmsg",1,0
"volcanoplotter",1,0
"vpList",1,0
"vprint",1,0
"vpTree",1,0
"vsn2_optimPara",1,0
"vsn2trsfPara",1,0
"vsnColumnByColumnPara",1,0
"vsnLTS",1,0
"vsnLTSPara",1,0
"vsnMLPara",1,0
"vsnSamplePara",1,0
"vsnStrataPara",1,0
"vst.fn",1,0
"vstFromLumi",1,0
"W2P",1,0
"wait",1,0
"waiver",1,0
"waldTest.main",1,0
"walkCode",1,0
"wallace",1,0
"watershed",1,0
"wb2b",1,0
"wd",1,0
"weightnorm",1,0
"well",1,0
"wellAnno",1,0
"wes_palette",1,0
"where",1,0
"which.constraint",1,0
"which.variabletype",1,0
"which_format",1,0
"whichEigenfeatures",1,0
"whichGeneList",1,0
"whichMarkers",1,0
"whichPlatform",1,0
"whichPolarAxes",1,0
"whichstrand",1,0
"wideFormat",1,0
"wilcox.fast",1,0
"wilcox_category_test",1,0
"wilcox_randset",1,0
"windowChisq",1,0
"windowTest",1,0
"winMenuNames",1,0
"within",1,0
"withTimeout",1,0
"wmsg2",1,0
"wmwTest",1,0
"wmwTest.default",1,0
"wmwTestSignedGenesets.default",1,0
"workflowClusterDetails",1,0
"workspaceNode",1,0
"wr",1,0
"wrap",1,0
"wrapCdfEnvAffy",1,0
"wrapCreateTableArrChr",1,0
"wrapKnownSingle",1,0
"wrapKnownStartFromPBamSingle",1,0
"write.bindingsites",1,0
"write.dcf",1,0
"write.FCS",1,0
"write.graph",1,0
"write.gset.list.result",1,0
"write.sequences",1,0
"write_array_to_sink",1,0
"write_disk",1,0
"write_noise_model",1,0
"write_PACKAGES",1,0
"write_REPOSITORY",1,0
"write_stm_CLUTO",1,0
"write_SYMBOLS",1,0
"write_VIEWS",1,0
"writeBabHeader",1,0
"writeCelHeaderV4",1,0
"writeChar",1,0
"writeCoordinates",1,0
"writeData",1,0
"writeDWord",1,0
"writeFasta",1,0
"writeFastq",1,0
"writeFASTQ",1,0
"writeField",1,0
"writeHits2",1,0
"writeHtml",1,0
"writeHtml.mainpage",1,0
"writeHtmlDoc",1,0
"writeImage",1,0
"writeImzML",1,0
"writeInteger",1,0
"writeIntensities",1,0
"writeLocsFile",1,0
"writeMM",1,0
"writeNamespaceImports",1,0
"writeOut",1,0
"writeOutFiles",1,0
"writePackageDetailHtml",1,0
"writePairwiseAlignments",1,0
"writeReport",1,0
"writeRepositoryIndexHtml",1,0
"writeScaffoldW",1,0
"writeSequence",1,0
"writeString",1,0
"writeTable",1,0
"writeVecToFile",1,0
"writeWString",1,0
"wt.fun",1,0
"wtd.var",1,0
"x.ecdf",1,0
"x.eucdf",1,0
"x.u2p",1,0
"xaxisGrob",1,0
"xclass",1,0
"xcluster2r",1,0
"xcmsClusterApply",1,0
"xcmsPapply",1,0
"xenorefGenes_UCSC",1,0
"xieBacgroundCorrectSingleArray",1,0
"xml.rpc",1,0
"xmlApply",1,0
"xmlDimensionNode",1,0
"xmlRPCToR",1,0
"xmlRPCToR.array",1,0
"xmlRPCToR.struct",1,0
"xmlSApply",1,0
"xmlToDataFrame",1,0
"xmlToList",1,0
"xmlTree",1,0
"xsAnnotate",1,0
"xsbaseclass",1,0
"xscat",1,0
"XString",1,0
"XString.read",1,0
"XStringSet",1,0
"XStringViews.equal",1,0
"XStringViews.get_snippet",1,0
"XStringViews.get_view",1,0
"XStringViews.show_vframe",1,0
"XStringViews.show_vframe_header",1,0
"XStringViews.show_vframe_line",1,0
"XStringViews.view1_equal_view2",1,0
"xtable.data.frame",1,0
"xtable.matrix",1,0
"xtabs",1,0
"XXX_getSummaryGeneric_XXX",1,0
"xy2index",1,0
"xyplotcrlmm",1,0
"xytrans",1,0
"xytrans2",1,0
"y",1,0
"y.u2p",1,0
"yassai_identifier",1,0
"yield",1,0
"yields",1,0
"yinch",1,0
"z",1,0
"zero.features",1,0
"zeroBased",1,0
"zeros",1,0
"zeta",1,0
"zFreq",1,0
"Zscore",1,0
"ztwo",1,0
