"","funkcja","czestosc","kategoria"
"3423","getIntensity",0,"A"
"3424","getInteraction",0,"A"
"3425","getIntersectLength",0,"A"
"3426","getIntIndex",0,"A"
"3427","getKLDpvalue",0,"A"
"3428","getKmerFreqs",0,"A"
"3429","getLab",0,"A"
"3430","getLayout",0,"A"
"3431","getLayoutNames",0,"A"
"3432","getLBodeDataSim",0,"A"
"3433","getLegendSelect",0,"A"
"3434","getLen",0,"A"
"3435","getLength",0,"A"
"3436","getLengths",0,"A"
"3437","getLevel",0,"A"
"3438","getLevels",0,"A"
"3439","getLoadedData",0,"A"
"3440","getLocs",0,"A"
"3441","getLogger",0,"A"
"3442","getLogical",0,"A"
"3443","getMainPlotsLeftMenu",0,"A"
"3444","getMaintainerEmail",0,"A"
"3445","getMapForArabidopsisChipPkg",0,"A"
"3446","getMapForBiocChipPkg",0,"A"
"3447","getMapForOtherChipPkg",0,"A"
"3448","getMapForYeastChipPkg",0,"A"
"3449","getMatBindingValues",0,"A"
"3450","getMeasureRepAgreement",0,"A"
"3451","getMemberEset",0,"A"
"3452","getMeth",0,"A"
"3453","getMethylatingEpimutationSites2",0,"A"
"3454","getModel",0,"A"
"3455","getModelAccuRankF",0,"A"
"3456","getModelF",0,"A"
"3457","getMQR",0,"A"
"3458","getMutationsData",0,"A"
"3459","getMutOrder",0,"A"
"3460","getNamespace",0,"A"
"3461","getNativeSymbolInfo",0,"A"
"3462","getNBPPerPixel",0,"A"
"3463","getNetworkInfoFuzzy",0,"A"
"3464","getNEWSFromFile",0,"A"
"3465","getNodeHeight",0,"A"
"3466","getNodeLW",0,"A"
"3467","getNodeRW",0,"A"
"3468","getNodes",0,"A"
"3469","getNodeXY",0,"A"
"3470","getNreads",0,"A"
"3471","getNu",0,"A"
"3472","getNumberOfCells",0,"A"
"3473","getObj",0,"A"
"3474","getObjectFields",0,"A"
"3475","getObjectSlots",0,"A"
"3476","getOrganism",0,"A"
"3477","getOrganismBox",0,"A"
"3478","getOutValue",0,"A"
"3479","getOutValueRAM3",0,"A"
"3480","getP",0,"A"
"3481","getPairwise",0,"A"
"3482","getPalette",0,"A"
"3483","getparams",0,"A"
"3484","getParent",0,"A"
"3485","getPars",0,"A"
"3486","getParseData",0,"A"
"3487","getPathHelperFiles",0,"A"
"3488","getPCselection",0,"A"
"3489","getPeaklist",0,"A"
"3490","getPeaks_selection",0,"A"
"3491","getPeaksIdxCol",0,"A"
"3492","getPhenoData",0,"A"
"3493","getPhi",0,"A"
"3494","getPkgType",0,"A"
"3495","GetPlotTitle",0,"A"
"3496","getPositionalKmerFreqs",0,"A"
"3497","getPositionalObsOverExp",0,"A"
"3498","getPosValue",0,"A"
"3499","getPotentialMCR",0,"A"
"3500","getPredictionF",0,"A"
"3501","getPreparedQuery",0,"A"
"3502","getProbeConcs",0,"A"
"3503","getProbeInfo",0,"A"
"3504","getPROBESET",0,"A"
"3505","getProfileData",0,"A"
"3506","getProtein",0,"A"
"3507","getpspectra",0,"A"
"3508","getPvals",0,"A"
"3509","GetPValueCutoff",0,"A"
"3510","getPwmFromAlignment",0,"A"
"3511","getPwmFromAlignmentFile",0,"A"
"3512","getPwmFromFastaFile",0,"A"
"3513","getPwmFromHomerFile",0,"A"
"3514","getPwmFromPfmOrJasparFile",0,"A"
"3515","getPwmFromPwmFile",0,"A"
"3516","getQC",0,"A"
"3517","getQCLeftMenu",0,"A"
"3518","getquantilesandranks",0,"A"
"3519","getQueryLink",0,"A"
"3520","getQueryLoc",0,"A"
"3521","getRadii",0,"A"
"3522","getRandomInit",0,"A"
"3523","getReducedSeg",0,"A"
"3524","getRefClass",0,"A"
"3525","getRefflat",0,"A"
"3526","getRefGenome",0,"A"
"3527","getRegion",0,"A"
"3528","getRegionCoverage",0,"A"
"3529","getRelationship",0,"A"
"3530","getReport",0,"A"
"3531","GetResidualTypeChoice",0,"A"
"3532","getResource",0,"A"
"3533","getResults",0,"A"
"3534","getReverseDepends",0,"A"
"3535","getRowsByIndexFromOnDiskLongTable_old",0,"A"
"3536","getSamples",0,"A"
"3537","getScalingFactor",0,"A"
"3538","getScores",0,"A"
"3539","getSDSummary",0,"A"
"3540","getSearchData",0,"A"
"3541","getSegScores",0,"A"
"3542","getSelected",0,"A"
"3543","getSelectedCols",0,"A"
"3544","getSelectedDatasetInput",0,"A"
"3545","getSelHeat",0,"A"
"3546","getSequence",0,"A"
"3547","getSequences",0,"A"
"3548","getSequencesFromAlignmentFile",0,"A"
"3549","getSequencesFromFastaFile",0,"A"
"3550","GetSetNames",0,"A"
"3551","getSGOL",0,"A"
"3552","getSheetNames",0,"A"
"3553","getSifInfo",0,"A"
"3554","getSignificanceF",0,"A"
"3555","getSingleProbeSetSize",0,"A"
"3556","getSizeOrNormFactors",0,"A"
"3557","GetSlideNum",0,"A"
"3558","GetSlideNums",0,"A"
"3559","getSNP",0,"A"
"3560","getSNR",0,"A"
"3561","getStartPlotsMsg",0,"A"
"3562","getStartupMsg",0,"A"
"3563","getStat",0,"A"
"3564","getStateColors",0,"A"
"3565","getSubpathwayGenes",0,"A"
"3566","getSubsetDataVars",0,"A"
"3567","getTableStyle",0,"A"
"3568","getTagCiMatrix",0,"A"
"3569","getTarget",0,"A"
"3570","getTargetedHeatmapForEachSC",0,"A"
"3571","getText",0,"A"
"3572","getTextOnOff",0,"A"
"3573","getTierF",0,"A"
"3574","getTips",0,"A"
"3575","getTNames",0,"A"
"3576","GetTongs",0,"A"
"3577","getTraj",0,"A"
"3578","getTransformations",0,"A"
"3579","getUniverseHelper",0,"A"
"3580","getUniverseViaGo",0,"A"
"3581","getUniverseViaKegg",0,"A"
"3582","getUniverseViaPfam",0,"A"
"3583","getValues",0,"A"
"3584","getVar",0,"A"
"3585","getVariant",0,"A"
"3586","getVarNames",0,"A"
"3587","getVarNames.int",0,"A"
"3588","getVarNames.snp",0,"A"
"3589","getVecFromStr",0,"A"
"3590","getVerbose",0,"A"
"3591","getVigBuilder",0,"A"
"3592","getVignetteIndexEntry",0,"A"
"3593","getVigSources",0,"A"
"3594","getVipVn",0,"A"
"3595","getVListIndex",0,"A"
"3596","getWaldTest",0,"A"
"3597","getWavelength",0,"A"
"3598","getWellIds",0,"A"
"3599","GetWhichProbes",0,"A"
"3600","getWindowList",0,"A"
"3601","getWritablePath",0,"A"
"3602","getXBeta",0,"A"
"3603","getZ",0,"A"
"3604","getZ.imp",0,"A"
"3605","getZfactor",0,"A"
"3606","ggplot_deletions",0,"A"
"3607","ggplot_insertions",0,"A"
"3608","ggplot_mismatches",0,"A"
"3609","ggplotly",0,"A"
"3610","ggSingleBatchChains",0,"A"
"3611","ggSingleBatchPooledChains",0,"A"
"3612","ggvis",0,"A"
"3613","GInteractions",0,"A"
"3614","gl",0,"A"
"3615","gList",0,"A"
"3616","glm.nb",0,"A"
"3617","glmnetUtil",0,"A"
"3618","glmQLFTest",0,"A"
"3619","glmTreat",0,"A"
"3620","global.norm",0,"A"
"3621","GNCList",0,"A"
"3622","gnormalize",0,"A"
"3623","GO_dbfile",0,"A"
"3624","goDag",0,"A"
"3625","gol",0,"A"
"3626","goodTuringProportions",0,"A"
"3627","goplots",0,"A"
"3628","gplot.layout.fruchtermanreingold",0,"A"
"3629","gr2ctssdf",0,"A"
"3630","graph.difference",0,"A"
"3631","graph.incidence",0,"A"
"3632","graph_from_edgelist",0,"A"
"3633","graphBPH",0,"A"
"3634","graphDataDefaults",0,"A"
"3635","graphLayout",0,"A"
"3636","gray.colors",0,"A"
"3637","grconvertY",0,"A"
"3638","grid.abline",0,"A"
"3639","grid.circle",0,"A"
"3640","grid.dendrogram",0,"A"
"3641","grid.edit",0,"A"
"3642","grid.ls",0,"A"
"3643","grid.segments",0,"A"
"3644","grid.xaxis",0,"A"
"3645","gridsvg",0,"A"
"3646","GRmidpoint",0,"A"
"3647","group_by_",0,"A"
"3648","group_to_selection",0,"A"
"3649","groupAA",0,"A"
"3650","groupCorr",0,"A"
"3651","groupFWHM",0,"A"
"3652","groupval",0,"A"
"3653","groupValues",0,"A"
"3654","GrpMean",0,"A"
"3655","GSA",0,"A"
"3656","GSCAestim",0,"A"
"3657","gsva",0,"A"
"3658","gtable_add_cols",0,"A"
"3659","gtable_add_grob",0,"A"
"3660","gTree",0,"A"
"3661","guide_colorbar",0,"A"
"3662","GWAScatalog_UCSC",0,"A"
"3663","h5",0,"A"
"3664","h5read",0,"A"
"3665","handleCheck",0,"A"
"3666","handleContext",0,"A"
"3667","handleError",0,"A"
"3668","handleMessage",0,"A"
"3669","handleNote",0,"A"
"3670","handler",0,"A"
"3671","handlers",0,"A"
"3672","handleVerbatim",0,"A"
"3673","handleWarning",0,"A"
"3674","has.key",0,"A"
"3675","hasLetterAt",0,"A"
"3676","hatvalues",0,"A"
"3677","hc_colors",0,"A"
"3678","hc_legend",0,"A"
"3679","hc_plotOptions",0,"A"
"3680","hc_title",0,"A"
"3681","hc_tooltip",0,"A"
"3682","hc_xAxis",0,"A"
"3683","hc_yAxis",0,"A"
"3684","hc2axes",0,"A"
"3685","hc2split",0,"A"
"3686","hcaes",0,"A"
"3687","hchart",0,"A"
"3688","hclusterPlot",0,"A"
"3689","HDF5Array",0,"A"
"3690","headerPanel",0,"A"
"3691","headtailPrint",0,"A"
"3692","heatdiagram",0,"A"
"3693","HeatDiagramDialog",0,"A"
"3694","heatMap",0,"A"
"3695","heatmap.DAPAR",0,"A"
"3696","heatmap_legend_size",0,"A"
"3697","heatmap_motor",0,"A"
"3698","heatmapD",0,"A"
"3699","heatmapGenomewide",0,"A"
"3700","heatscatter",0,"A"
"3701","help",0,"A"
"3702","help.start",0,"A"
"3703","hetFilt",0,"A"
"3704","HiddenChecksBASiCS_Data",0,"A"
"3705","hide",0,"A"
"3706","hide_legend",0,"A"
"3707","hideDropdown",0,"A"
"3708","hideObj",0,"A"
"3709","highchart",0,"A"
"3710","highlightChrom",0,"A"
"3711","hilbertImage",0,"A"
"3712","histogram",0,"A"
"3713","HistoneAll_UCSC",0,"A"
"3714","histTailPP",0,"A"
"3715","hitsForNeighboursByBase",0,"A"
"3716","hitsForNeighboursInC",0,"A"
"3717","hmm",0,"A"
"3718","hmmWrapper",0,"A"
"3719","homogeneity",0,"A"
"3720","hook_plot_tex",0,"A"
"3721","hote4mean",0,"A"
"3722","house.features",0,"A"
"3723","hpd.int",0,"A"
"3724","HPDinterval",0,"A"
"3725","hpList",0,"A"
"3726","HSD.test",0,"A"
"3727","html_print",0,"A"
"3728","htmlDependency",0,"A"
"3729","htmlDoc",0,"A"
"3730","htmlFilename",0,"A"
"3731","HTMLInsertGraph",0,"A"
"3732","htmlOutput",0,"A"
"3733","htmlpage",0,"A"
"3734","HTMLReport",0,"A"
"3735","HTMLStart",0,"A"
"3736","HTMLStop",0,"A"
"3737","htmlTemplate",0,"A"
"3738","httpDELETE",0,"A"
"3739","httpGET",0,"A"
"3740","htypes.combine",0,"A"
"3741","hub_score",0,"A"
"3742","hubCache",0,"A"
"3743","hubError",0,"A"
"3744","hubUrl",0,"A"
"3745","hump_diff1",0,"A"
"3746","hump_diff2",0,"A"
"3747","hwriteImage",0,"A"
"3748","hyper_category_test",0,"A"
"3749","hyper_randset",0,"A"
"3750","hyperg_2F1",0,"A"
"3751","Hypergraph",0,"A"
"3752","ICL",0,"A"
"3753","ID2EntrezID",0,"A"
"3754","ID2GO",0,"A"
"3755","ID2KEGG",0,"A"
"3756","identifier",0,"A"
"3757","identify",0,"A"
"3758","idmaker",0,"A"
"3759","iDMR",0,"A"
"3760","ids",0,"A"
"3761","ids2rowids",0,"A"
"3762","idxSwap",0,"A"
"3763","iexpr",0,"A"
"3764","ifnotnull",0,"A"
"3765","ifposlen",0,"A"
"3766","illuminaBackground",0,"A"
"3767","illuminaCdfNames",0,"A"
"3768","illuminaForeground",0,"A"
"3769","illuminaForeground_6x6",0,"A"
"3770","illuminaSharpen",0,"A"
"3771","ilogit",0,"A"
"3772","image.smooth",0,"A"
"3773","imageData",0,"A"
"3774","imagemap3",0,"A"
"3775","imageScreenArgsVerification",0,"A"
"3776","imClose3",0,"A"
"3777","img",0,"A"
"3778","imodwt",0,"A"
"3779","imp.constant",0,"A"
"3780","imp.pcf",0,"A"
"3781","impBcfGRL",0,"A"
"3782","import.bam",0,"A"
"3783","import.bam.ctss",0,"A"
"3784","import.bedCTSS",0,"A"
"3785","import.bedmolecule",0,"A"
"3786","import.bedScore",0,"A"
"3787","import.CAGEscanMolecule",0,"A"
"3788","import.CTSS",0,"A"
"3789","imprintedGenes_GTEx",0,"A"
"3790","impute",0,"A"
"3791","imRect",0,"A"
"3792","imsqrt",0,"A"
"3793","inc",0,"A"
"3794","incidence2Adjacency",0,"A"
"3795","includes",0,"A"
"3796","index",0,"A"
"3797","index.gdsn",0,"A"
"3798","indexBcf",0,"A"
"3799","indexes",0,"A"
"3800","indexExistingCompounds",0,"A"
"3801","indexFa",0,"A"
"3802","IndexGenesPositions",0,"A"
"3803","IndexList",0,"A"
"3804","indexProcessor",0,"A"
"3805","indexTabix",0,"A"
"3806","indNuc",0,"A"
"3807","infer_profiles_mle",0,"A"
"3808","inflate",0,"A"
"3809","inflation",0,"A"
"3810","info",0,"A"
"3811","info.parameters",0,"A"
"3812","informationContent",0,"A"
"3813","init_data",0,"A"
"3814","initDb",0,"A"
"3815","initEdgeAttribute",0,"A"
"3816","initFields",0,"A"
"3817","initialize_min_width",0,"A"
"3818","initializeBigMatrix",0,"A"
"3819","initializeBioMatrixPlot",0,"A"
"3820","initializeBioNetCircos",0,"A"
"3821","initializeStates",0,"A"
"3822","initiatingValues",0,"A"
"3823","initOutfile",0,"A"
"3824","inLineVennLinks",0,"A"
"3825","innerdendrogram",0,"A"
"3826","innerdensityPlot",0,"A"
"3827","innerheatmap",0,"A"
"3828","innermdsplot",0,"A"
"3829","innertypePlot",0,"A"
"3830","inpungeNA",0,"A"
"3831","inputFiles",0,"A"
"3832","inputFilesType",0,"A"
"3833","inputGOstart",0,"A"
"3834","inputQCPlot",0,"A"
"3835","inputSubtraction",0,"A"
"3836","insert",0,"A"
"3837","insertDef",0,"A"
"3838","insertDescriptor",0,"A"
"3839","insertDescriptorType",0,"A"
"3840","insertFeature",0,"A"
"3841","insertLinefeed",0,"A"
"3842","insertNamedDef",0,"A"
"3843","insertRow",0,"A"
"3844","insertUserFeatures",0,"A"
"3845","install_github",0,"A"
"3846","IntegerList",0,"A"
"3847","integerMatrix",0,"A"
"3848","integersToNiceString",0,"A"
"3849","integrate",0,"A"
"3850","integrateOther",0,"A"
"3851","intensities",0,"A"
"3852","intensityFiles",0,"A"
"3853","intensityRanges",0,"A"
"3854","interaction",0,"A"
"3855","interactions_data",0,"A"
"3856","InteractionSet",0,"A"
"3857","internalDNAcopySegm",0,"A"
"3858","internalDNAcopySmooth",0,"A"
"3859","interpfunc",0,"A"
"3860","interpolate",0,"A"
"3861","intNames",0,"A"
"3862","intrle",0,"A"
"3863","intToBits",0,"A"
"3864","inverse",0,"A"
"3865","inverse.polygon",0,"A"
"3866","invTransform",0,"A"
"3867","iqlr.features",0,"A"
"3868","IQRdiff",0,"A"
"3869","irPIR",0,"A"
"3870","is.big.matrix",0,"A"
"3871","is.bipartite",0,"A"
"3872","is.connected",0,"A"
"3873","is.cytof",0,"A"
"3874","is.dir",0,"A"
"3875","is.ff",0,"A"
"3876","is.ffdf",0,"A"
"3877","is.germline",0,"A"
"3878","is.Matrix",0,"A"
"3879","is.name",0,"A"
"3880","is.nil",0,"A"
"3881","is.object",0,"A"
"3882","is.pointer",0,"A"
"3883","is.positive.definite",0,"A"
"3884","is.ReadOnlyMode",0,"A"
"3885","is.RowMode",0,"A"
"3886","is.symbol",0,"A"
"3887","is.symmetric",0,"A"
"3888","is.textarea.wrap.request",0,"A"
"3889","is.unit",0,"A"
"3890","is.wholenumber",0,"A"
"3891","is.wholeposnumber",0,"A"
"3892","is_abs_unit",0,"A"
"3893","is_unproductive",0,"A"
"3894","is_windows",0,"A"
"3895","isActiveSeq",0,"A"
"3896","isC1AtBottom",0,"A"
"3897","isC1AtTop",0,"A"
"3898","isCall",0,"A"
"3899","isDevel",0,"A"
"3900","isDirected",0,"A"
"3901","isDisjoint",0,"A"
"3902","isempty",0,"A"
"3903","isEmpty",0,"A"
"3904","isFALSE",0,"A"
"3905","isFilterStats",0,"A"
"3906","isIdeogram",0,"A"
"3907","isInfrastructurePackage",0,"A"
"3908","isInteger",0,"A"
"3909","isLoaded",0,"A"
"3910","isMatchingAt",0,"A"
"3911","isNodeInDAG",0,"A"
"3912","isNullPtr",0,"A"
"3913","isoMDS",0,"A"
"3914","isOpen",0,"A"
"3915","isotab_get",0,"A"
"3916","isotab_set",0,"A"
"3917","isPossibleFilterStats",0,"A"
"3918","isPossibleReducedDims",0,"A"
"3919","isReducedDims",0,"A"
"3920","isS4",0,"A"
"3921","isSB",0,"A"
"3922","isSingleNumberOrNA",0,"A"
"3923","isSmall",0,"A"
"3924","isSnp",0,"A"
"3925","isStrictlySorted",0,"A"
"3926","isSymmetric",0,"A"
"3927","istreamFromFile",0,"A"
"3928","istreamFromString",0,"A"
"3929","isVirtualClass",0,"A"
"3930","IterateAmplNum",0,"A"
"3931","iupacToBase",0,"A"
"3932","iupacToCons",0,"A"
"3933","jaccard_coeff",0,"A"
"3934","jarque.test",0,"A"
"3935","join.segmented.series",0,"A"
"3936","joinRegion",0,"A"
"3937","joint",0,"A"
"3938","JS",0,"A"
"3939","JSdist",0,"A"
"3940","JSdistFromP",0,"A"
"3941","JSdistVec",0,"A"
"3942","junctionsDU",0,"A"
"3943","junctionsPIR",0,"A"
"3944","junctionsPSI",0,"A"
"3945","k",0,"A"
"3946","K",0,"A"
"3947","kappa",0,"A"
"3948","karyotypeMeasures",0,"A"
"3949","kCliques",0,"A"
"3950","kde2d",0,"A"
"3951","keep24chr",0,"A"
"3952","keepStandardChromosomes",0,"A"
"3953","keggGet",0,"A"
"3954","keggPathwayGraphs",0,"A"
"3955","keggPathwayNames",0,"A"
"3956","KernelSums",0,"A"
"3957","key",0,"A"
"3958","KLdist.matrix",0,"A"
"3959","kmeansProbaPost",0,"A"
"3960","knit2html",0,"A"
"3961","knn",0,"A"
"3962","kNN_graph",0,"A"
"3963","knots",0,"A"
"3964","known.param.sizes",0,"A"
"3965","knownGenes_UCSC",0,"A"
"3966","koeff",0,"A"
"3967","kruskal.test",0,"A"
"3968","kurtosis",0,"A"
"3969","l",0,"A"
"3970","L2Rchain.colnames",0,"A"
"3971","L2Rchain.Lkeyname",0,"A"
"3972","L2Rchain.Rattribnames",0,"A"
"3973","L2Rchain.Rkeyname",0,"A"
"3974","L2Rchain.tagname",0,"A"
"3975","La.svd",0,"A"
"3976","labelBioNetNodeNames",0,"A"
"3977","labeller",0,"A"
"3978","labels_colors",0,"A"
"3979","labelSpheres",0,"A"
"3980","Laguerre",0,"A"
"3981","lapplyFun",0,"A"
"3982","largest.cliques",0,"A"
"3983","lastCoefName",0,"A"
"3984","lattice.options",0,"A"
"3985","layer_points",0,"A"
"3986","layout.fruchterman.reingold",0,"A"
"3987","layout.norm",0,"A"
"3988","layout_as_star",0,"A"
"3989","layout_as_tree",0,"A"
"3990","layout_karyogram",0,"A"
"3991","layoutNetwork",0,"A"
"3992","lcPrefix",0,"A"
"3993","lcPrefixC",0,"A"
"3994","lcSuffix",0,"A"
"3995","LDA",0,"A"
"3996","ldStatus",0,"A"
"3997","lengthGain.na",0,"A"
"3998","lengthLoss.na",0,"A"
"3999","levelplot",0,"A"
"4000","LevelstoNormFC",0,"A"
"4001","lfcShrink",0,"A"
"4002","lgamma",0,"A"
"4003","librarySize",0,"A"
"4004","librarySizes",0,"A"
"4005","libsizes",0,"A"
"4006","Lik",0,"A"
"4007","Lik2",0,"A"
"4008","lik4.full.top2",0,"A"
"4009","lik4.full.top2fun",0,"A"
"4010","likelihood",0,"A"
"4011","likelihoodRatio",0,"A"
"4012","likr",0,"A"
"4013","lillieTest",0,"A"
"4014","Limit",0,"A"
"4015","limmaAnalysis",0,"A"
"4016","limmafit",0,"A"
"4017","linbin",0,"A"
"4018","linearModelMu",0,"A"
"4019","linearModelMuNormalized",0,"A"
"4020","lineGraph",0,"A"
"4021","lineProcessor",0,"A"
"4022","List",0,"A"
"4023","list.edge.attributes",0,"A"
"4024","list.vertex.attributes",0,"A"
"4025","list_files_with_exts",0,"A"
"4026","list_len",0,"A"
"4027","list_parse",0,"A"
"4028","list_parse2",0,"A"
"4029","listEnsemblArchives",0,"A"
"4030","listFeatures",0,"A"
"4031","listFilters",0,"A"
"4032","listSorter",0,"A"
"4033","listToCharacterVector",0,"A"
"4034","Lkeys",0,"A"
"4035","llply",0,"A"
"4036","lm_fit",0,"A"
"4037","lmFxn",0,"A"
"4038","lo",0,"A"
"4039","load.data",0,"A"
"4040","load_by_name",0,"A"
"4041","load_ccdata",0,"A"
"4042","load_ctd_gene",0,"A"
"4043","load_data",0,"A"
"4044","load_OrgDb",0,"A"
"4045","LoadBinCSAR",0,"A"
"4046","loadBioconductorStyleFile",0,"A"
"4047","loadData",0,"A"
"4048","loadData.table",0,"A"
"4049","loadDb",0,"A"
"4050","loadDescriptors",0,"A"
"4051","loadedData",0,"A"
"4052","loadedNamespaces",0,"A"
"4053","loader",0,"A"
"4054","loadFileIntoGRanges",0,"A"
"4055","loadFromFiles",0,"A"
"4056","loadHmmsFromFiles",0,"A"
"4057","loadingJSON",0,"A"
"4058","loadNamespace",0,"A"
"4059","loadpack",0,"A"
"4060","loadPackageDetails",0,"A"
"4061","loadSamples",0,"A"
"4062","loadSdf",0,"A"
"4063","loc.getLoglike",0,"A"
"4064","local.fcn",0,"A"
"4065","localDispersionFit",0,"A"
"4066","localeToCharset",0,"A"
"4067","localGetTermsDefinition",0,"A"
"4068","localPwmAlignment",0,"A"
"4069","locateFile",0,"A"
"4070","locCat",0,"A"
"4071","lockBinding",0,"A"
"4072","loessPns",0,"A"
"4073","log.info",0,"A"
"4074","log.post",0,"A"
"4075","log.processing.progress",0,"A"
"4076","log.pt",0,"A"
"4077","log.warning",0,"A"
"4078","log_lik",0,"A"
"4079","log2.ratios",0,"A"
"4080","log2.ratios.imputed",0,"A"
"4081","logb",0,"A"
"4082","logbb",0,"A"
"4083","logdebug",0,"A"
"4084","logfc",0,"A"
"4085","LogFC",0,"A"
"4086","logicalCol",0,"A"
"4087","logicalRow",0,"A"
"4088","logicletGml2",0,"A"
"4089","logicOp",0,"A"
"4090","logistic.dsgnMat",0,"A"
"4091","logistic.vnames",0,"A"
"4092","logit",0,"A"
"4093","logLik",0,"A"
"4094","loglik_per_TF",0,"A"
"4095","logmethParameters",0,"A"
"4096","LogOdds",0,"A"
"4097","logPrior",0,"A"
"4098","logSliderJScode",0,"A"
"4099","logsum",0,"A"
"4100","logtGml2",0,"A"
"4101","lookUp",0,"A"
"4102","lookup_organism_by_tax_id",0,"A"
"4103","loopData",0,"A"
"4104","loopPlot",0,"A"
"4105","loops",0,"A"
"4106","loopWidth",0,"A"
"4107","loss",0,"A"
"4108","lower",0,"A"
"4109","lpolygon",0,"A"
"4110","LR3.ref",0,"A"
"4111","LR3.test",0,"A"
"4112","LR4.ref",0,"A"
"4113","LR4.test",0,"A"
"4114","lrr",0,"A"
"4115","ls.gdsn",0,"A"
"4116","lsei",0,"A"
"4117","lumiQ",0,"A"
"4118","ly_points",0,"A"
"4119","M_heatmapPlotInput",0,"A"
"4120","M_markerExpressionPlotInput",0,"A"
"4121","M_stackDensityPlotInput",0,"A"
"4122","maCompNormEq",0,"A"
"4123","MACS.mva",0,"A"
"4124","madA.AA",0,"A"
"4125","madA.AB",0,"A"
"4126","madA.BB",0,"A"
"4127","madB.AA",0,"A"
"4128","madB.AB",0,"A"
"4129","madB.BB",0,"A"
"4130","maDotsDefaults",0,"A"
"4131","maGb",0,"A"
"4132","maGenControls",0,"A"
"4133","maGf",0,"A"
"4134","maGridCol",0,"A"
"4135","maGridRow",0,"A"
"4136","mahalanobis",0,"A"
"4137","main_optim",0,"A"
"4138","make.cov.obj",0,"A"
"4139","make.db.names",0,"A"
"4140","make.start.matrix",0,"A"
"4141","make_col_indices",0,"A"
"4142","make_column_cluster",0,"A"
"4143","make_elt_indices",0,"A"
"4144","make_layout",0,"A"
"4145","make_RegularArrayGrid_of_capped_length_blocks",0,"A"
"4146","make_resource",0,"A"
"4147","make_row_cluster",0,"A"
"4148","make_row_indices",0,"A"
"4149","make_se",0,"A"
"4150","make_string_from_ArrayViewport",0,"A"
"4151","make_symetric",0,"A"
"4152","make_unique",0,"A"
"4153","makeabscoord",0,"A"
"4154","makeAnchor",0,"A"
"4155","makeAnnDbPkg",0,"A"
