"","autor","funkcja","pakiet"
"2873","Ted Wong","head","package:utils"
"2874","Ted Wong","tail","package:utils"
"2875","Aaron Taudt","c","package:base"
"2876","Aaron Taudt","cumsum","package:base"
"2877","Aaron Taudt","length","package:base"
"2878","Aaron Taudt","read.table","package:utils"
"2879","Aaron Taudt","cdf",NA
"2880","Aaron Taudt","dzinbinom",NA
"2881","Aaron Taudt","max","package:base"
"2882","Aaron Taudt","rep","package:base"
"2883","Aaron Taudt","return","package:base"
"2884","Aaron Taudt","rev","package:base"
"2885","Aaron Taudt","round","package:base"
"2886","Aaron Taudt","sample","package:base"
"2887","Aaron Taudt","is","package:methods"
"2888","Aaron Taudt","weighted.mean","package:stats"
"2889","Aaron Taudt","packageStartupMessage","package:base"
"2890","Aaron Taudt","inv.cdf",NA
"2891","Aaron Taudt","pzinbinom",NA
"2892","Aaron Taudt","seqlengths",NA
"2893","Aaron Taudt","seqlevels",NA
"2894","Aaron Taudt","startTimedMessage",NA
"2895","Aaron Taudt","warning","package:base"
"2896","Aaron Taudt","message","package:base"
"2897","Aaron Taudt","paste","package:base"
"2898","Aaron Taudt","paste0","package:base"
"2899","Aaron Taudt","remove","package:base"
"2900","Aaron Taudt","rownames","package:base"
"2901","Aaron Taudt","seq","package:base"
"2902","Aaron Taudt","stop","package:base"
"2903","Aaron Taudt","strsplit","package:base"
"2904","Aaron Taudt","suppressMessages","package:base"
"2905","Aaron Taudt","sweep","package:base"
"2906","Aaron Taudt","table","package:base"
"2907","Aaron Taudt","unlist","package:base"
"2908","Aaron Taudt","which","package:base"
"2909","Aaron Taudt","split","package:base"
"2910","Aaron Taudt","sqrt","package:base"
"2911","Aaron Taudt","sum","package:base"
"2912","Aaron Taudt","t","package:base"
"2913","Aaron Taudt","numeric","package:base"
"2914","Aaron Taudt","as","package:methods"
"2915","Aaron Taudt","stopTimedMessage",NA
"2916","Aaron Taudt","qc.sos",NA
"2917","Aaron Taudt","qc.spikiness",NA
"2918","Aaron Taudt","width",NA
"2919","Aaron Taudt","endoapply",NA
"2920","Aaron Taudt","facet_wrap",NA
"2921","Aaron Taudt","findOverlaps",NA
"2922","Aaron Taudt","geom_histogram",NA
"2923","Aaron Taudt","geom_jitter",NA
"2924","Aaron Taudt","geom_line",NA
"2925","Aaron Taudt","geom_linerange",NA
"2926","Aaron Taudt","geom_point",NA
"2927","Aaron Taudt","geom_rect",NA
"2928","Aaron Taudt","geom_segment",NA
"2929","Aaron Taudt","geom_text_repel",NA
"2930","Aaron Taudt","geom_tile",NA
"2931","Aaron Taudt","geom_vline",NA
"2932","Aaron Taudt","get_rightxlim",NA
"2933","Aaron Taudt","getDistinctColors",NA
"2934","Aaron Taudt","getQC",NA
"2935","Aaron Taudt","ggplot",NA
"2936","Aaron Taudt","rbind","package:base"
"2937","Aaron Taudt","sapply","package:base"
"2938","Aaron Taudt","scale","package:base"
"2939","Aaron Taudt","seq_along","package:base"
"2940","Aaron Taudt","sort","package:base"
"2941","Aaron Taudt","svd","package:base"
"2942","Aaron Taudt","unique","package:base"
"2943","Aaron Taudt","vector","package:base"
"2944","Aaron Taudt","col2rgb","package:grDevices"
"2945","Aaron Taudt","colors","package:grDevices"
"2946","Aaron Taudt","dnbinom","package:stats"
"2947","Aaron Taudt","rnbinom","package:stats"
"2948","Aaron Taudt","stepfun","package:stats"
"2949","Aaron Taudt","na.omit","package:stats"
"2950","Aaron Taudt","dist","package:stats"
"2951","Aaron Taudt","setdiff","package:base"
"2952","Aaron Taudt","plot","package:graphics"
"2953","Aaron Taudt","formatstring",NA
"2954","Aaron Taudt","head","package:utils"
"2955","Aaron Taudt","tail","package:utils"
"2956","Aaron Taudt","intersect","package:base"
"2957","Aaron Taudt","setequal","package:base"
"2958","Aaron Taudt","dpois","package:stats"
"2959","Aaron Taudt","end","package:stats"
"2960","Aaron Taudt","hclust","package:stats"
"2961","Aaron Taudt","quantile","package:stats"
"2962","Aaron Taudt","ggsave",NA
"2963","Aaron Taudt","ggtitle",NA
"2964","Aaron Taudt","GRanges",NA
"2965","Aaron Taudt","GRangesList",NA
"2966","Aaron Taudt","guides",NA
"2967","Aaron Taudt","heatmapGenomewide",NA
"2968","Aaron Taudt","initializeStates",NA
"2969","Aaron Taudt","karyotypeMeasures",NA
"2970","Aaron Taudt","loadFromFiles",NA
"2971","Aaron Taudt","mcols",NA
"2972","Aaron Taudt","melt",NA
"2973","Aaron Taudt","plot.karyogram",NA
"2974","Aaron Taudt","plot.profile",NA
"2975","Aaron Taudt","plot_grid",NA
"2976","Aaron Taudt","plotBivariateHistograms",NA
"2977","Aaron Taudt","plotHistogram",NA
"2978","Aaron Taudt","plotKaryogram",NA
"2979","Aaron Taudt","plotProfile",NA
"2980","Aaron Taudt","position_jitter",NA
"2981","Aaron Taudt","qc.entropy",NA
"2982","Aaron Taudt","scale_alpha_continuous",NA
"2983","Aaron Taudt","scale_color_manual",NA
"2984","Aaron Taudt","scale_fill_manual",NA
"2985","Aaron Taudt","scale_x_continuous",NA
"2986","Aaron Taudt","scale_y_continuous",NA
"2987","Aaron Taudt","scale_y_reverse",NA
"2988","Aaron Taudt","seqnames",NA
"2989","Aaron Taudt","stateColors",NA
"2990","Aaron Taudt","strand",NA
"2991","Aaron Taudt","strandColors",NA
"2992","Aaron Taudt","theme",NA
"2993","Aaron Taudt","theme_bw",NA
"2994","Aaron Taudt","transCoord",NA
"2995","Aaron Taudt","unit",NA
"2996","Aaron Taudt","xlab",NA
"2997","Aaron Taudt","ylab",NA
"2998","Aaron Taudt","which.max","package:base"
"2999","Aaron Taudt","proc.time","package:base"
"3000","Aaron Taudt","rm","package:base"
"3001","Aaron Taudt","rowSums","package:base"
"3002","Aaron Taudt","set.seed","package:base"
"3003","Aaron Taudt","solve","package:base"
"3004","Aaron Taudt","sub","package:base"
"3005","Aaron Taudt","suppressWarnings","package:base"
"3006","Aaron Taudt","tryCatch","package:base"
"3007","Aaron Taudt","shift",NA
"3008","Aaron Taudt","union","package:base"
"3009","Aaron Taudt","reshape","package:stats"
"3010","Aaron Taudt","start","package:stats"
"3011","Aaron Taudt","var","package:stats"
"3012","Tianle Ma","abs","package:base"
"3013","Tianle Ma","all","package:base"
"3014","Tianle Ma","apply","package:base"
"3015","Tianle Ma","affinity_matrix",NA
"3016","Tianle Ma","compare",NA
"3017","Tianle Ma","as.factor","package:base"
"3018","Tianle Ma","c","package:base"
"3019","Tianle Ma","cbind","package:base"
"3020","Tianle Ma","diag","package:base"
"3021","Tianle Ma","eigen","package:base"
"3022","Tianle Ma","is.finite","package:base"
"3023","Tianle Ma","pod",NA
"3024","Tianle Ma","spectral_clustering",NA
"3025","Tianle Ma","Surv",NA
"3026","Tianle Ma","survdiff",NA
"3027","Tianle Ma","is.matrix","package:base"
"3028","Tianle Ma","is.null","package:base"
"3029","Tianle Ma","length","package:base"
"3030","Tianle Ma","list","package:base"
"3031","Tianle Ma","log10","package:base"
"3032","Tianle Ma","match.arg","package:base"
"3033","Tianle Ma","matrix","package:base"
"3034","Tianle Ma","mean","package:base"
"3035","Tianle Ma","message","package:base"
"3036","Tianle Ma","min","package:base"
"3037","Tianle Ma","names",".GlobalEnv"
"3038","Tianle Ma","ncol","package:base"
"3039","Tianle Ma","nrow","package:base"
"3040","Tianle Ma","outer","package:base"
"3041","Tianle Ma","print","package:base"
"3042","Tianle Ma","Re","package:base"
"3043","Tianle Ma","rep","package:base"
"3044","Tianle Ma","return","package:base"
"3045","Tianle Ma","round","package:base"
"3046","Tianle Ma","rownames","package:base"
"3047","Tianle Ma","rowSums","package:base"
"3048","Tianle Ma","sqrt","package:base"
"3049","Tianle Ma","stop","package:base"
"3050","Tianle Ma","sum","package:base"
"3051","Tianle Ma","svd","package:base"
"3052","Tianle Ma","switch","package:base"
"3053","Tianle Ma","t","package:base"
"3054","Tianle Ma","table","package:base"
"3055","Tianle Ma","unique","package:base"
"3056","Tianle Ma","which.min","package:base"
"3057","Tianle Ma","dnorm","package:stats"
"3058","Tianle Ma","pchisq","package:stats"
"3059","Tianle Ma","intersect","package:base"
"3060","Tianle Ma","kNN_graph",NA
"3061","Colin A.","as.character","package:base"
"3062","Colin A.","as.integer","package:base"
"3063","Colin A.","character","package:base"
"3064","Colin A.","browseURL","package:utils"
"3065","Colin A.","move",NA
"3066","Colin A.","tclvalue",NA
"3067","Colin A.","length","package:base"
"3068","Colin A.","max","package:base"
"3069","Colin A.","min","package:base"
"3070","Colin A.","missing","package:base"
"3071","Colin A.","require","package:base"
"3072","Colin A.","return","package:base"
"3073","Colin A.","tkbind",NA
"3074","Colin A.","tkbutton",NA
"3075","Colin A.","tkcurselection",NA
"3076","Colin A.","tkdelete",NA
"3077","Colin A.","tkdestroy",NA
"3078","Colin A.","stop","package:base"
"3079","Colin A.","colnames","package:base"
"3080","Colin A.","dim","package:base"
"3081","Colin A.","duplicated","package:base"
"3082","Colin A.","file","package:base"
"3083","Colin A.","getOption","package:base"
"3084","Colin A.","is.character","package:base"
"3085","Colin A.","is.na","package:base"
"3086","Colin A.","is.null","package:base"
"3087","Colin A.","list","package:base"
"3088","Colin A.","match","package:base"
"3089","Colin A.","names",".GlobalEnv"
"3090","Colin A.","nchar","package:base"
"3091","Colin A.","numeric","package:base"
"3092","Colin A.","options","package:base"
"3093","Colin A.","paste","package:base"
"3094","Colin A.","rep","package:base"
"3095","Colin A.","row.names","package:base"
"3096","Colin A.","signif","package:base"
"3097","Colin A.","standardGeneric","package:base"
"3098","Colin A.","sum","package:base"
"3099","Colin A.","isGeneric","package:methods"
"3100","Colin A.","new","package:methods"
"3101","Colin A.","tkframe",NA
"3102","Colin A.","tkget",NA
"3103","Colin A.","tkgrid",NA
"3104","Colin A.","tkinsert",NA
"3105","Colin A.","tklabel",NA
"3106","Colin A.","tklistbox",NA
"3107","Colin A.","tkscrollbar",NA
"3108","Colin A.","tkselection.clear",NA
"3109","Colin A.","tkset",NA
"3110","Colin A.","tktoplevel",NA
"3111","Colin A.","tkwait.window",NA
"3112","Colin A.","tkwm.resizable",NA
"3113","Colin A.","tkwm.title",NA
"3114","Colin A.","tkyview",NA
"3115","Colin A.","getText",NA
"3116","Colin A.","getURL",NA
"3117","Colin A.","GO_dbfile",NA
"3118","Colin A.","orgFile",NA
"3119","Colin A.","unique","package:base"
"3120","Colin A.","vector","package:base"
"3121","Colin A.","which","package:base"
"3122","Colin A.","search","package:base"
"3123","Colin A.","seq","package:base"
"3124","Colin A.","seq_along","package:base"
"3125","Colin A.","strsplit","package:base"
"3126","Colin A.","sub","package:base"
"3127","Colin A.","substr","package:base"
"3128","Colin A.","suppressWarnings","package:base"
"3129","Colin A.","switch","package:base"
"3130","Colin A.","try","package:base"
"3131","Colin A.","unlist","package:base"
"3132","Colin A.","representation","package:methods"
"3133","Colin A.","setClass","package:methods"
"3134","Colin A.","setGeneric","package:methods"
"3135","Colin A.","setMethod","package:methods"
"3136","Colin A.","setReplaceMethod","package:methods"
"3137","Colin A.","available.packages","package:utils"
"3138","Colin A.","install.packages","package:utils"
"3139","Colin A.","intersect","package:base"
"3140","Colin A.","setdiff","package:base"
"3141","Colin A.","show","package:methods"
"3142","Tim Yates","apply","package:base"
"3143","Tim Yates","as.character","package:base"
"3144","Tim Yates","as.integer","package:base"
"3145","Tim Yates","menu","package:utils"
"3146","Tim Yates",".cache.retrieve",NA
"3147","Tim Yates",".cache.store",NA
"3148","Tim Yates","c","package:base"
"3149","Tim Yates","cat","package:base"
"3150","Tim Yates","data.frame","package:base"
"3151","Tim Yates","dim","package:base"
"3152","Tim Yates","do.call","package:base"
"3153","Tim Yates","emptyenv","package:base"
"3154","Tim Yates","as","package:methods"
"3155","Tim Yates",".load.and.parse",NA
"3156","Tim Yates",".pretty.size",NA
"3157","Tim Yates","annmapDisconnect",NA
"3158","Tim Yates","annmapGetParam",NA
"3159","Tim Yates","annmapSetParam",NA
"3160","Tim Yates","format","package:base"
"3161","Tim Yates","ifelse","package:base"
"3162","Tim Yates","invisible","package:base"
"3163","Tim Yates","is.list","package:base"
"3164","Tim Yates","is.null","package:base"
"3165","Tim Yates","lapply","package:base"
"3166","Tim Yates","length","package:base"
"3167","Tim Yates","list","package:base"
"3168","Tim Yates","matrix","package:base"
"3169","Tim Yates","max","package:base"
"3170","Tim Yates","missing","package:base"
"3171","Tim Yates","names",".GlobalEnv"
"3172","Tim Yates","nchar","package:base"
"3173","Tim Yates","new.env","package:base"
"3174","Tim Yates","paste","package:base"
"3175","Tim Yates","readLines","package:base"
"3176","Tim Yates","return","package:base"
"3177","Tim Yates","round","package:base"
"3178","Tim Yates","row","package:base"
"3179","Tim Yates","sapply","package:base"
"3180","Tim Yates","seq_along","package:base"
"3181","Tim Yates","split","package:base"
"3182","Tim Yates","stop","package:base"
"3183","Tim Yates","suppressWarnings","package:base"
"3184","Tim Yates","unlist","package:base"
"3185","Tim Yates","setGeneric","package:methods"
"3186","Tim Yates","arrayType",NA
"3187","Tim Yates","debugFn",NA
"3188","Tim Yates","fromJSON",NA
"3189","Tim Yates","probesetToTranscript",NA
"3190","Tim Yates","reduce",NA
"3191","Tim Yates","restrict",NA
"3192","Tim Yates","strandAsInteger",NA
"3193","Tim Yates","transcriptDetails",NA
"3194","Tim Yates","transcriptToCodingExon",NA
"3195","Tim Yates","transcriptToCodingRange",NA
"3196","Tim Yates","transcriptToExon",NA
"3197","Tim Yates","transcriptToProbeset",NA
"3198","Tim Yates","transcriptToUtrRange",NA
"3199","Tim Yates","unreliable",NA
"3200","Tim Yates","width",NA
"3201","Tim Yates","geneDetails",NA
"3202","Tim Yates","generate",NA
"3203","Tim Yates","GeneRegionTrack",NA
"3204","Tim Yates","geneToExonProbeset",NA
"3205","Tim Yates","geneToTranscript",NA
"3206","Tim Yates","GRangesList",NA
"3207","Tim Yates","IRanges",NA
"3208","Tim Yates","mappingFunction",NA
"3209","Tim Yates","order","package:base"
"3210","Tim Yates","rm","package:base"
"3211","Tim Yates","rownames","package:base"
"3212","Tim Yates","seq_len","package:base"
"3213","Tim Yates","sort","package:base"
"3214","Tim Yates","strsplit","package:base"
"3215","Tim Yates","subset","package:base"
"3216","Tim Yates","substring","package:base"
"3217","Tim Yates","sum","package:base"
"3218","Tim Yates","Sys.getenv","package:base"
"3219","Tim Yates","Sys.time","package:base"
"3220","Tim Yates","end","package:stats"
"3221","Tim Yates","start","package:stats"
"3222","Tim Yates","rainbow","package:grDevices"
"3223","Tim Yates","setMethod","package:methods"
"3224","Tim Yates","setdiff","package:base"
"3225","Tim Yates","strwidth","package:graphics"
"3226","Tim Yates","signature","package:methods"
"3227","Tim Yates","install.packages","package:utils"
"3228","Tim Yates","read.table","package:utils"
"3229","Tim Yates","write.table","package:utils"
"3230","Tim Yates","mcols",NA
"3231","Tim Yates","params",NA
"3232","Tim Yates","probeInRange",NA
"3233","Tim Yates","ranges",NA
"3234","Tim Yates","seqlevels",NA
"3235","Tim Yates","seqnameMapping",NA
"3236","Tim Yates","seqnames",NA
"3237","Tim Yates","strand",NA
